Radio 1  Saturday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Radio 1  Saturday
20:15  -  20:29,134922048,Central,Kapiri Mposhi,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,134922048,Central,Kapiri Mposhi,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134922048,Central,Kapiri Mposhi,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,134922048,Central,Kapiri Mposhi,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134922048,Central,Kapiri Mposhi,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,35 – 44,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,135092927,Central,Kapiri Mposhi,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,135092927,Central,Kapiri Mposhi,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,135092927,Central,Kapiri Mposhi,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,135092927,Central,Kapiri Mposhi,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,135092927,Central,Kapiri Mposhi,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:30  -  21:44,135092927,Central,Kapiri Mposhi,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,135092927,Central,Kapiri Mposhi,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:15  -  19:29,135092927,Central,Kapiri Mposhi,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
22:00  -  22:14,135092927,Central,Kapiri Mposhi,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:15  -  21:29,135092927,Central,Kapiri Mposhi,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,135092927,Central,Kapiri Mposhi,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:45  -  21:59,135092927,Central,Kapiri Mposhi,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,135092927,Central,Kapiri Mposhi,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:00  -  17:14,134788042,Central,Serenje,Rural,Male,2,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"17:00  -  17:14,20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134788042,Central,Serenje,Rural,Male,2,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"17:00  -  17:14,20:30  -  20:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:45  -  21:59,135178571,Central,Kabwe,Urban,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,19 – 24,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:30  -  21:44,135178571,Central,Kabwe,Urban,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,19 – 24,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:15  -  21:29,135178571,Central,Kabwe,Urban,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,19 – 24,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,135178571,Central,Kabwe,Urban,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,19 – 24,"21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134731028,Central,Serenje,Rural,Male,2,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,134731028,Central,Serenje,Rural,Male,2,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134731028,Central,Serenje,Rural,Male,2,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,134731028,Central,Serenje,Rural,Male,2,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,134731028,Central,Serenje,Rural,Male,2,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,134731028,Central,Serenje,Rural,Male,2,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134731028,Central,Serenje,Rural,Male,2,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134955831,Central,Kapiri Mposhi,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,134955831,Central,Kapiri Mposhi,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134955831,Central,Kapiri Mposhi,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,134955831,Central,Kapiri Mposhi,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,134955831,Central,Kapiri Mposhi,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:30  -  21:44,134955831,Central,Kapiri Mposhi,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,134955831,Central,Kapiri Mposhi,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:15  -  19:29,134955831,Central,Kapiri Mposhi,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
22:00  -  22:14,134955831,Central,Kapiri Mposhi,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:15  -  21:29,134955831,Central,Kapiri Mposhi,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134955831,Central,Kapiri Mposhi,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:45  -  21:59,134955831,Central,Kapiri Mposhi,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,134955831,Central,Kapiri Mposhi,Urban,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134905641,Central,Mkushi,Urban,Female,2,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134905641,Central,Mkushi,Urban,Female,2,,D,Primary,Christian,Not employed,D,Under K 849,,25 – 34,"20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:15  -  5:29,135086584,Central,Kapiri Mposhi,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:00  -  8:14,135086584,Central,Kapiri Mposhi,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
4:30  -  4:44,135086584,Central,Kapiri Mposhi,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,15 – 18,"4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
