Radio Christian Voice analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Radio Christian Voice
8:15  -  8:29,60563626,Central,Kapiri Mposhi,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C2,"K 4,628   -  K 5,364",Yes,35 – 44,",7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,"
7:30  -  7:44,60563626,Central,Kapiri Mposhi,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C2,"K 4,628   -  K 5,364",Yes,35 – 44,",7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,"
7:00  -  7:14,60563626,Central,Kapiri Mposhi,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C2,"K 4,628   -  K 5,364",Yes,35 – 44,",7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,"
8:00  -  8:14,60563626,Central,Kapiri Mposhi,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C2,"K 4,628   -  K 5,364",Yes,35 – 44,",7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,"
8:30  -  8:44,60563626,Central,Kapiri Mposhi,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C2,"K 4,628   -  K 5,364",Yes,35 – 44,",7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,"
17:00  -  17:14,60564875,North-Western,Solwezi,Urban,Male,1,Two or More,AB,Completed high School,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 6,103   -  K 7,892",Yes,45+,",17:00  -  17:14,20:00  -  20:14,,,,,,"
20:00  -  20:14,60564875,North-Western,Solwezi,Urban,Male,1,Two or More,AB,Completed high School,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 6,103   -  K 7,892",Yes,45+,",17:00  -  17:14,20:00  -  20:14,,,,,,"
17:00  -  17:14,60564880,North-Western,Solwezi,Urban,Female,1,None,C1,Any other post-high school qualification,Roman Catholic,Retired - voluntary scholarspensioners,C2,"K 4,628   -  K 5,364",Yes,45+,",17:00  -  17:14,19:00  -  19:14,,,,,,"
19:00  -  19:14,60564880,North-Western,Solwezi,Urban,Female,1,None,C1,Any other post-high school qualification,Roman Catholic,Retired - voluntary scholarspensioners,C2,"K 4,628   -  K 5,364",Yes,45+,",17:00  -  17:14,19:00  -  19:14,,,,,,"
17:00  -  17:14,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,,,,,"
18:15  -  18:29,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,,,,,"
18:30  -  18:44,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,,,,,"
18:00  -  18:14,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,,,,,"
17:30  -  17:44,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,,,,,"
17:45  -  17:59,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,,,,,"
17:15  -  17:29,60567058,Lusaka,Lusaka,Urban,Female,1,None,AB,Some high school,Roman Catholic,Working Full-Time,C1,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,,,,,,,"
9:30  -  9:44,60567584,Lusaka,Lusaka,Urban,Female,1,None,C1,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
8:45  -  8:59,60567584,Lusaka,Lusaka,Urban,Female,1,None,C1,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
7:15  -  7:29,60567584,Lusaka,Lusaka,Urban,Female,1,None,C1,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
17:00  -  17:14,60567584,Lusaka,Lusaka,Urban,Female,1,None,C1,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
7:45  -  7:59,60567584,Lusaka,Lusaka,Urban,Female,1,None,C1,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
8:15  -  8:29,60567584,Lusaka,Lusaka,Urban,Female,1,None,C1,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
7:30  -  7:44,60567584,Lusaka,Lusaka,Urban,Female,1,None,C1,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
7:00  -  7:14,60567584,Lusaka,Lusaka,Urban,Female,1,None,C1,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
9:15  -  9:29,60567584,Lusaka,Lusaka,Urban,Female,1,None,C1,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
8:00  -  8:14,60567584,Lusaka,Lusaka,Urban,Female,1,None,C1,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
18:00  -  18:14,60567584,Lusaka,Lusaka,Urban,Female,1,None,C1,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
17:30  -  17:44,60567584,Lusaka,Lusaka,Urban,Female,1,None,C1,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
17:45  -  17:59,60567584,Lusaka,Lusaka,Urban,Female,1,None,C1,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
9:00  -  9:14,60567584,Lusaka,Lusaka,Urban,Female,1,None,C1,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
17:15  -  17:29,60567584,Lusaka,Lusaka,Urban,Female,1,None,C1,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
8:30  -  8:44,60567584,Lusaka,Lusaka,Urban,Female,1,None,C1,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,,,,,,"
18:00  -  18:14,60583052,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some university,Seventh Day Adventists,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34,",,,,,,,18:00  -  18:14,19:30  -  19:44"
19:30  -  19:44,60583052,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some university,Seventh Day Adventists,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34,",,,,,,,18:00  -  18:14,19:30  -  19:44"
9:30  -  9:44,60583348,Lusaka,Kafue,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],No Income,No Income,Yes,25 – 34,"5:00  -  5:14,7:45  -  7:59,4:45  -  4:59,6:30  -  6:44,5:15  -  5:29,7:15  -  7:29,4:45  -  4:59,7:30  -  7:44,5:00  -  5:14,9:15  -  9:29,5:15  -  5:29,9:30  -  9:44,,5:30  -  5:44,9:15  -  9:29,5:30  -  5:44,11:30  -  11:44"
6:30  -  6:44,60583348,Lusaka,Kafue,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],No Income,No Income,Yes,25 – 34,"5:00  -  5:14,7:45  -  7:59,4:45  -  4:59,6:30  -  6:44,5:15  -  5:29,7:15  -  7:29,4:45  -  4:59,7:30  -  7:44,5:00  -  5:14,9:15  -  9:29,5:15  -  5:29,9:30  -  9:44,,5:30  -  5:44,9:15  -  9:29,5:30  -  5:44,11:30  -  11:44"
7:15  -  7:29,60583348,Lusaka,Kafue,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],No Income,No Income,Yes,25 – 34,"5:00  -  5:14,7:45  -  7:59,4:45  -  4:59,6:30  -  6:44,5:15  -  5:29,7:15  -  7:29,4:45  -  4:59,7:30  -  7:44,5:00  -  5:14,9:15  -  9:29,5:15  -  5:29,9:30  -  9:44,,5:30  -  5:44,9:15  -  9:29,5:30  -  5:44,11:30  -  11:44"
5:15  -  5:29,60583348,Lusaka,Kafue,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],No Income,No Income,Yes,25 – 34,"5:00  -  5:14,7:45  -  7:59,4:45  -  4:59,6:30  -  6:44,5:15  -  5:29,7:15  -  7:29,4:45  -  4:59,7:30  -  7:44,5:00  -  5:14,9:15  -  9:29,5:15  -  5:29,9:30  -  9:44,,5:30  -  5:44,9:15  -  9:29,5:30  -  5:44,11:30  -  11:44"
7:45  -  7:59,60583348,Lusaka,Kafue,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],No Income,No Income,Yes,25 – 34,"5:00  -  5:14,7:45  -  7:59,4:45  -  4:59,6:30  -  6:44,5:15  -  5:29,7:15  -  7:29,4:45  -  4:59,7:30  -  7:44,5:00  -  5:14,9:15  -  9:29,5:15  -  5:29,9:30  -  9:44,,5:30  -  5:44,9:15  -  9:29,5:30  -  5:44,11:30  -  11:44"
7:30  -  7:44,60583348,Lusaka,Kafue,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],No Income,No Income,Yes,25 – 34,"5:00  -  5:14,7:45  -  7:59,4:45  -  4:59,6:30  -  6:44,5:15  -  5:29,7:15  -  7:29,4:45  -  4:59,7:30  -  7:44,5:00  -  5:14,9:15  -  9:29,5:15  -  5:29,9:30  -  9:44,,5:30  -  5:44,9:15  -  9:29,5:30  -  5:44,11:30  -  11:44"
5:30  -  5:44,60583348,Lusaka,Kafue,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],No Income,No Income,Yes,25 – 34,"5:00  -  5:14,7:45  -  7:59,4:45  -  4:59,6:30  -  6:44,5:15  -  5:29,7:15  -  7:29,4:45  -  4:59,7:30  -  7:44,5:00  -  5:14,9:15  -  9:29,5:15  -  5:29,9:30  -  9:44,,5:30  -  5:44,9:15  -  9:29,5:30  -  5:44,11:30  -  11:44"
5:00  -  5:14,60583348,Lusaka,Kafue,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],No Income,No Income,Yes,25 – 34,"5:00  -  5:14,7:45  -  7:59,4:45  -  4:59,6:30  -  6:44,5:15  -  5:29,7:15  -  7:29,4:45  -  4:59,7:30  -  7:44,5:00  -  5:14,9:15  -  9:29,5:15  -  5:29,9:30  -  9:44,,5:30  -  5:44,9:15  -  9:29,5:30  -  5:44,11:30  -  11:44"
11:30  -  11:44,60583348,Lusaka,Kafue,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],No Income,No Income,Yes,25 – 34,"5:00  -  5:14,7:45  -  7:59,4:45  -  4:59,6:30  -  6:44,5:15  -  5:29,7:15  -  7:29,4:45  -  4:59,7:30  -  7:44,5:00  -  5:14,9:15  -  9:29,5:15  -  5:29,9:30  -  9:44,,5:30  -  5:44,9:15  -  9:29,5:30  -  5:44,11:30  -  11:44"
9:15  -  9:29,60583348,Lusaka,Kafue,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],No Income,No Income,Yes,25 – 34,"5:00  -  5:14,7:45  -  7:59,4:45  -  4:59,6:30  -  6:44,5:15  -  5:29,7:15  -  7:29,4:45  -  4:59,7:30  -  7:44,5:00  -  5:14,9:15  -  9:29,5:15  -  5:29,9:30  -  9:44,,5:30  -  5:44,9:15  -  9:29,5:30  -  5:44,11:30  -  11:44"
4:45  -  4:59,60583348,Lusaka,Kafue,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],No Income,No Income,Yes,25 – 34,"5:00  -  5:14,7:45  -  7:59,4:45  -  4:59,6:30  -  6:44,5:15  -  5:29,7:15  -  7:29,4:45  -  4:59,7:30  -  7:44,5:00  -  5:14,9:15  -  9:29,5:15  -  5:29,9:30  -  9:44,,5:30  -  5:44,9:15  -  9:29,5:30  -  5:44,11:30  -  11:44"
20:00  -  20:14,60585281,North-Western,Solwezi,Urban,Male,0,None,C2,Completed high School,Other Christian,Working Full-Time,D,"K 1675- K2,499",Yes,35 – 44,",7:00  -  7:14,8:30  -  8:44,20:00  -  20:14,21:30  -  21:44,20:00  -  20:14,21:30  -  21:44,20:00  -  20:14,21:30  -  21:44,20:00  -  20:14,21:30  -  21:44,,20:00  -  20:14,21:30  -  21:44,20:00  -  20:14,21:30  -  21:44"
7:00  -  7:14,60585281,North-Western,Solwezi,Urban,Male,0,None,C2,Completed high School,Other Christian,Working Full-Time,D,"K 1675- K2,499",Yes,35 – 44,",7:00  -  7:14,8:30  -  8:44,20:00  -  20:14,21:30  -  21:44,20:00  -  20:14,21:30  -  21:44,20:00  -  20:14,21:30  -  21:44,20:00  -  20:14,21:30  -  21:44,,20:00  -  20:14,21:30  -  21:44,20:00  -  20:14,21:30  -  21:44"
21:30  -  21:44,60585281,North-Western,Solwezi,Urban,Male,0,None,C2,Completed high School,Other Christian,Working Full-Time,D,"K 1675- K2,499",Yes,35 – 44,",7:00  -  7:14,8:30  -  8:44,20:00  -  20:14,21:30  -  21:44,20:00  -  20:14,21:30  -  21:44,20:00  -  20:14,21:30  -  21:44,20:00  -  20:14,21:30  -  21:44,,20:00  -  20:14,21:30  -  21:44,20:00  -  20:14,21:30  -  21:44"
8:30  -  8:44,60585281,North-Western,Solwezi,Urban,Male,0,None,C2,Completed high School,Other Christian,Working Full-Time,D,"K 1675- K2,499",Yes,35 – 44,",7:00  -  7:14,8:30  -  8:44,20:00  -  20:14,21:30  -  21:44,20:00  -  20:14,21:30  -  21:44,20:00  -  20:14,21:30  -  21:44,20:00  -  20:14,21:30  -  21:44,,20:00  -  20:14,21:30  -  21:44,20:00  -  20:14,21:30  -  21:44"
7:00  -  7:14,60585283,North-Western,Solwezi,Urban,Female,1,None,AB,Completed high School,Other Christian,Working Full-Time,D,K 850-K 1674,Yes,19 – 24,",,,7:00  -  7:14,9:00  -  9:14,,7:00  -  7:14,9:00  -  9:14,,"
9:00  -  9:14,60585283,North-Western,Solwezi,Urban,Female,1,None,AB,Completed high School,Other Christian,Working Full-Time,D,K 850-K 1674,Yes,19 – 24,",,,7:00  -  7:14,9:00  -  9:14,,7:00  -  7:14,9:00  -  9:14,,"
7:00  -  7:14,60585284,North-Western,Solwezi,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,D,K 850-K 1674,Yes,19 – 24,",7:00  -  7:14,,,,,,"
6:00  -  6:14,60585286,North-Western,Solwezi,Urban,Male,1,None,AB,Any other post-high school qualification,Other Christian,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34,",6:00  -  6:14,8:00  -  8:14,,,,,,"
8:00  -  8:14,60585286,North-Western,Solwezi,Urban,Male,1,None,AB,Any other post-high school qualification,Other Christian,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34,",6:00  -  6:14,8:00  -  8:14,,,,,,"
11:00  -  11:14,60587835,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,35 – 44,",,,,,,,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
10:00  -  10:14,60587835,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,35 – 44,",,,,,,,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
11:30  -  11:44,60587835,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,35 – 44,",,,,,,,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
10:15  -  10:29,60587835,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,35 – 44,",,,,,,,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
10:45  -  10:59,60587835,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,35 – 44,",,,,,,,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
10:30  -  10:44,60587835,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,35 – 44,",,,,,,,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
11:15  -  11:29,60587835,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,35 – 44,",,,,,,,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59"
