Chimwemwe analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Chimwemwe
7:30  -  7:44,60742566,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,25 – 34,",,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,,,"
10:00  -  10:14,60742566,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,25 – 34,",,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,,,"
6:45  -  6:59,60742566,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,25 – 34,",,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,,,"
7:00  -  7:14,60742566,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,25 – 34,",,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,,,"
9:15  -  9:29,60742566,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,25 – 34,",,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,,,"
8:00  -  8:14,60742566,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,25 – 34,",,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,,,"
6:00  -  6:14,60742566,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,25 – 34,",,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,,,"
9:00  -  9:14,60742566,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,25 – 34,",,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,,,"
8:30  -  8:44,60742566,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,25 – 34,",,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,,6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,,,"
6:00  -  6:14,60745450,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Others,Self employed,D,K 850-K 1674,Yes,45+,"6:00  -  6:14,9:15  -  9:29,,,,,,,"
9:15  -  9:29,60745450,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Others,Self employed,D,K 850-K 1674,Yes,45+,"6:00  -  6:14,9:15  -  9:29,,,,,,,"
20:30  -  20:44,60750328,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Seventh Day Adventists,Housewife,D,"K 1675- K2,499",Yes,19 – 24,",,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,"
20:45  -  20:59,60750328,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Seventh Day Adventists,Housewife,D,"K 1675- K2,499",Yes,19 – 24,",,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,"
20:00  -  20:14,60750328,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Seventh Day Adventists,Housewife,D,"K 1675- K2,499",Yes,19 – 24,",,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,"
20:15  -  20:29,60750328,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Seventh Day Adventists,Housewife,D,"K 1675- K2,499",Yes,19 – 24,",,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,"
17:30  -  17:44,60773938,Copperbelt,Ndola,Urban,Male,1,None,C1,Some high school,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,,,,,"
17:45  -  17:59,60773938,Copperbelt,Ndola,Urban,Male,1,None,C1,Some high school,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,,,,,"
17:15  -  17:29,60773938,Copperbelt,Ndola,Urban,Male,1,None,C1,Some high school,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,,,,,,,"
7:15  -  7:29,60775761,Copperbelt,Ndola,Rural,Female,3,One,AB,Some high school,Roman Catholic,Housewife,C1,K 850-K 1674,Yes,25 – 34,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,,,,,,,"
7:00  -  7:14,60775761,Copperbelt,Ndola,Rural,Female,3,One,AB,Some high school,Roman Catholic,Housewife,C1,K 850-K 1674,Yes,25 – 34,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,,,,,,,"
6:30  -  6:44,60775761,Copperbelt,Ndola,Rural,Female,3,One,AB,Some high school,Roman Catholic,Housewife,C1,K 850-K 1674,Yes,25 – 34,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,,,,,,,"
6:45  -  6:59,60775761,Copperbelt,Ndola,Rural,Female,3,One,AB,Some high school,Roman Catholic,Housewife,C1,K 850-K 1674,Yes,25 – 34,"6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,,,,,,,"
17:30  -  17:44,60778659,Copperbelt,Ndola,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,45+,",17:30  -  17:44,19:45  -  19:59,,,,,,"
19:45  -  19:59,60778659,Copperbelt,Ndola,Urban,Male,1,None,C2,Some high school,Other Christian,Self employed,D,Under K 849,Yes,45+,",17:30  -  17:44,19:45  -  19:59,,,,,,"
15:15  -  15:29,60781386,Copperbelt,Luanshya,Urban,Female,2,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,D,"K 5,365  -  K 6,102",Yes,25 – 34,",,,,15:15  -  15:29,,,"
21:00  -  21:14,60782430,Copperbelt,Luanshya,Urban,Male,1,Two or More,C1,Some high school,Other Christian,Student,C2,"K 3,155   -  K 3,890",Yes,15 – 18,",,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
20:15  -  20:29,60782430,Copperbelt,Luanshya,Urban,Male,1,Two or More,C1,Some high school,Other Christian,Student,C2,"K 3,155   -  K 3,890",Yes,15 – 18,",,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
16:00  -  16:14,60782430,Copperbelt,Luanshya,Urban,Male,1,Two or More,C1,Some high school,Other Christian,Student,C2,"K 3,155   -  K 3,890",Yes,15 – 18,",,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
16:15  -  16:29,60782430,Copperbelt,Luanshya,Urban,Male,1,Two or More,C1,Some high school,Other Christian,Student,C2,"K 3,155   -  K 3,890",Yes,15 – 18,",,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
17:00  -  17:14,60782430,Copperbelt,Luanshya,Urban,Male,1,Two or More,C1,Some high school,Other Christian,Student,C2,"K 3,155   -  K 3,890",Yes,15 – 18,",,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
20:00  -  20:14,60782430,Copperbelt,Luanshya,Urban,Male,1,Two or More,C1,Some high school,Other Christian,Student,C2,"K 3,155   -  K 3,890",Yes,15 – 18,",,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
21:45  -  21:59,60782430,Copperbelt,Luanshya,Urban,Male,1,Two or More,C1,Some high school,Other Christian,Student,C2,"K 3,155   -  K 3,890",Yes,15 – 18,",,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
20:45  -  20:59,60782430,Copperbelt,Luanshya,Urban,Male,1,Two or More,C1,Some high school,Other Christian,Student,C2,"K 3,155   -  K 3,890",Yes,15 – 18,",,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
16:45  -  16:59,60782430,Copperbelt,Luanshya,Urban,Male,1,Two or More,C1,Some high school,Other Christian,Student,C2,"K 3,155   -  K 3,890",Yes,15 – 18,",,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
20:30  -  20:44,60782430,Copperbelt,Luanshya,Urban,Male,1,Two or More,C1,Some high school,Other Christian,Student,C2,"K 3,155   -  K 3,890",Yes,15 – 18,",,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
15:00  -  15:14,60782430,Copperbelt,Luanshya,Urban,Male,1,Two or More,C1,Some high school,Other Christian,Student,C2,"K 3,155   -  K 3,890",Yes,15 – 18,",,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
21:30  -  21:44,60782430,Copperbelt,Luanshya,Urban,Male,1,Two or More,C1,Some high school,Other Christian,Student,C2,"K 3,155   -  K 3,890",Yes,15 – 18,",,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
15:45  -  15:59,60782430,Copperbelt,Luanshya,Urban,Male,1,Two or More,C1,Some high school,Other Christian,Student,C2,"K 3,155   -  K 3,890",Yes,15 – 18,",,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
15:15  -  15:29,60782430,Copperbelt,Luanshya,Urban,Male,1,Two or More,C1,Some high school,Other Christian,Student,C2,"K 3,155   -  K 3,890",Yes,15 – 18,",,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
15:30  -  15:44,60782430,Copperbelt,Luanshya,Urban,Male,1,Two or More,C1,Some high school,Other Christian,Student,C2,"K 3,155   -  K 3,890",Yes,15 – 18,",,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
21:15  -  21:29,60782430,Copperbelt,Luanshya,Urban,Male,1,Two or More,C1,Some high school,Other Christian,Student,C2,"K 3,155   -  K 3,890",Yes,15 – 18,",,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
16:30  -  16:44,60782430,Copperbelt,Luanshya,Urban,Male,1,Two or More,C1,Some high school,Other Christian,Student,C2,"K 3,155   -  K 3,890",Yes,15 – 18,",,,,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,,,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59"
19:30  -  19:44,60849609,Copperbelt,Ndola,Rural,Female,1,None,C1,Completed high School,Other Christian,Housewife,D,"K 1675- K2,499",Yes,19 – 24,",,,,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,"
18:15  -  18:29,60849609,Copperbelt,Ndola,Rural,Female,1,None,C1,Completed high School,Other Christian,Housewife,D,"K 1675- K2,499",Yes,19 – 24,",,,,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,"
18:30  -  18:44,60849609,Copperbelt,Ndola,Rural,Female,1,None,C1,Completed high School,Other Christian,Housewife,D,"K 1675- K2,499",Yes,19 – 24,",,,,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,"
19:45  -  19:59,60849609,Copperbelt,Ndola,Rural,Female,1,None,C1,Completed high School,Other Christian,Housewife,D,"K 1675- K2,499",Yes,19 – 24,",,,,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,"
18:45  -  18:59,60849609,Copperbelt,Ndola,Rural,Female,1,None,C1,Completed high School,Other Christian,Housewife,D,"K 1675- K2,499",Yes,19 – 24,",,,,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,"
18:00  -  18:14,60849609,Copperbelt,Ndola,Rural,Female,1,None,C1,Completed high School,Other Christian,Housewife,D,"K 1675- K2,499",Yes,19 – 24,",,,,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,"
19:15  -  19:29,60849609,Copperbelt,Ndola,Rural,Female,1,None,C1,Completed high School,Other Christian,Housewife,D,"K 1675- K2,499",Yes,19 – 24,",,,,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,,"
7:15  -  7:29,82088904,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C1,K 850-K 1674,Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14"
7:45  -  7:59,82088904,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C1,K 850-K 1674,Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14"
7:30  -  7:44,82088904,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C1,K 850-K 1674,Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14"
7:00  -  7:14,82088904,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C1,K 850-K 1674,Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14"
8:00  -  8:14,82088904,Copperbelt,Ndola,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,C1,K 850-K 1674,Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14"
