,African magic  Monday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,African magic  Monday
355,19:15  -  19:29,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
356,17:45  -  17:59,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
357,21:45  -  21:59,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
358,21:30  -  21:44,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
359,14:15  -  14:29,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
360,15:00  -  15:14,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
361,7:45  -  7:59,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
362,19:30  -  19:44,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
363,21:00  -  21:14,60658203,Central,Mkushi,Rural,Female,0,None,C1,Completed high School,Other Christian,Self employed,D,"K 1675- K2,499",Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
364,20:45  -  20:59,60658203,Central,Mkushi,Rural,Female,0,None,C1,Completed high School,Other Christian,Self employed,D,"K 1675- K2,499",Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
365,20:15  -  20:29,60658203,Central,Mkushi,Rural,Female,0,None,C1,Completed high School,Other Christian,Self employed,D,"K 1675- K2,499",Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
366,21:15  -  21:29,60658203,Central,Mkushi,Rural,Female,0,None,C1,Completed high School,Other Christian,Self employed,D,"K 1675- K2,499",Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
367,20:30  -  20:44,60658203,Central,Mkushi,Rural,Female,0,None,C1,Completed high School,Other Christian,Self employed,D,"K 1675- K2,499",Yes,19 – 24,"20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
368,21:00  -  21:14,60704336,Copperbelt,Kalulushi,Rural,Male,1,None,C1,Don’t know (DON’T READ),Roman Catholic,Self employed,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
369,20:45  -  20:59,60704336,Copperbelt,Kalulushi,Rural,Male,1,None,C1,Don’t know (DON’T READ),Roman Catholic,Self employed,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
370,21:30  -  21:44,60704336,Copperbelt,Kalulushi,Rural,Male,1,None,C1,Don’t know (DON’T READ),Roman Catholic,Self employed,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
371,20:15  -  20:29,60704336,Copperbelt,Kalulushi,Rural,Male,1,None,C1,Don’t know (DON’T READ),Roman Catholic,Self employed,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
372,21:15  -  21:29,60704336,Copperbelt,Kalulushi,Rural,Male,1,None,C1,Don’t know (DON’T READ),Roman Catholic,Self employed,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
373,20:30  -  20:44,60704336,Copperbelt,Kalulushi,Rural,Male,1,None,C1,Don’t know (DON’T READ),Roman Catholic,Self employed,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
374,20:00  -  20:14,60704336,Copperbelt,Kalulushi,Rural,Male,1,None,C1,Don’t know (DON’T READ),Roman Catholic,Self employed,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
375,17:15  -  17:29,60706523,Copperbelt,Luanshya,Rural,Male,1,None,C1,Some high school,Seventh Day Adventists,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
376,16:45  -  16:59,60706523,Copperbelt,Luanshya,Rural,Male,1,None,C1,Some high school,Seventh Day Adventists,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
377,14:00  -  14:14,60706523,Copperbelt,Luanshya,Rural,Male,1,None,C1,Some high school,Seventh Day Adventists,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
378,17:00  -  17:14,60706523,Copperbelt,Luanshya,Rural,Male,1,None,C1,Some high school,Seventh Day Adventists,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
379,18:00  -  18:14,60706523,Copperbelt,Luanshya,Rural,Male,1,None,C1,Some high school,Seventh Day Adventists,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
380,14:30  -  14:44,60706523,Copperbelt,Luanshya,Rural,Male,1,None,C1,Some high school,Seventh Day Adventists,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
381,14:15  -  14:29,60706523,Copperbelt,Luanshya,Rural,Male,1,None,C1,Some high school,Seventh Day Adventists,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
382,15:30  -  15:44,60706523,Copperbelt,Luanshya,Rural,Male,1,None,C1,Some high school,Seventh Day Adventists,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
383,15:00  -  15:14,60706523,Copperbelt,Luanshya,Rural,Male,1,None,C1,Some high school,Seventh Day Adventists,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
384,15:15  -  15:29,60706523,Copperbelt,Luanshya,Rural,Male,1,None,C1,Some high school,Seventh Day Adventists,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
385,16:15  -  16:29,60706523,Copperbelt,Luanshya,Rural,Male,1,None,C1,Some high school,Seventh Day Adventists,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
386,17:45  -  17:59,60706523,Copperbelt,Luanshya,Rural,Male,1,None,C1,Some high school,Seventh Day Adventists,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
387,17:30  -  17:44,60706523,Copperbelt,Luanshya,Rural,Male,1,None,C1,Some high school,Seventh Day Adventists,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
388,16:00  -  16:14,60706523,Copperbelt,Luanshya,Rural,Male,1,None,C1,Some high school,Seventh Day Adventists,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
389,15:45  -  15:59,60706523,Copperbelt,Luanshya,Rural,Male,1,None,C1,Some high school,Seventh Day Adventists,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
390,16:30  -  16:44,60706523,Copperbelt,Luanshya,Rural,Male,1,None,C1,Some high school,Seventh Day Adventists,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
391,14:45  -  14:59,60706523,Copperbelt,Luanshya,Rural,Male,1,None,C1,Some high school,Seventh Day Adventists,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14"
392,16:45  -  16:59,60750562,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
393,14:00  -  14:14,60750562,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
394,17:00  -  17:14,60750562,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
395,14:30  -  14:44,60750562,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
396,14:15  -  14:29,60750562,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
397,15:30  -  15:44,60750562,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
398,15:00  -  15:14,60750562,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
399,15:15  -  15:29,60750562,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
400,16:15  -  16:29,60750562,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
401,16:00  -  16:14,60750562,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
402,15:45  -  15:59,60750562,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
403,16:30  -  16:44,60750562,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
404,14:45  -  14:59,60750562,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
405,15:00  -  15:14,60752637,Lusaka,Kafue,Urban,Female,1,None,C1,Some high school,Other Christian,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,25 – 34,"14:00  -  14:14,15:00  -  15:14,16:00  -  16:14"
406,16:00  -  16:14,60752637,Lusaka,Kafue,Urban,Female,1,None,C1,Some high school,Other Christian,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,25 – 34,"14:00  -  14:14,15:00  -  15:14,16:00  -  16:14"
407,14:00  -  14:14,60752637,Lusaka,Kafue,Urban,Female,1,None,C1,Some high school,Other Christian,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,25 – 34,"14:00  -  14:14,15:00  -  15:14,16:00  -  16:14"
408,19:00  -  19:14,60774042,Northern,Kasama,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
409,19:45  -  19:59,60774042,Northern,Kasama,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
410,19:15  -  19:29,60774042,Northern,Kasama,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
411,19:30  -  19:44,60774042,Northern,Kasama,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
412,22:15  -  22:29,60845424,Central,Kabwe,Rural,Female,1,One,C1,Some university,Seventh Day Adventists,Student,C2,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
413,21:00  -  21:14,60845424,Central,Kabwe,Rural,Female,1,One,C1,Some university,Seventh Day Adventists,Student,C2,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
414,23:00  -  23:14,60845424,Central,Kabwe,Rural,Female,1,One,C1,Some university,Seventh Day Adventists,Student,C2,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
