,Zambezi Magic  Monday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Zambezi Magic  Monday
212,20:15  -  20:29,60580042,Copperbelt,Chilililabombwe,Urban,Female,1,None,C1,Completed high School,Other Christian,Housewife,Do not know,"K 1675- K2,499",Yes,25 – 34,"19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
213,21:00  -  21:14,60580042,Copperbelt,Chilililabombwe,Urban,Female,1,None,C1,Completed high School,Other Christian,Housewife,Do not know,"K 1675- K2,499",Yes,25 – 34,"19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
214,21:30  -  21:44,60580042,Copperbelt,Chilililabombwe,Urban,Female,1,None,C1,Completed high School,Other Christian,Housewife,Do not know,"K 1675- K2,499",Yes,25 – 34,"19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44"
215,19:30  -  19:44,60583049,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
216,19:45  -  19:59,60583049,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
217,20:00  -  20:14,60583049,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
218,20:30  -  20:44,60583049,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
219,20:45  -  20:59,60583049,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
220,19:00  -  19:14,60583049,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
221,20:15  -  20:29,60583049,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
222,19:15  -  19:29,60583049,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
223,7:45  -  7:59,60584111,Muchinga,Nakonde,Urban,Female,1,None,C1,Primary school completed,Anglican/Protestant,Working Full-Time,C2,Under K 849,Yes,15 – 18,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
224,7:00  -  7:14,60584111,Muchinga,Nakonde,Urban,Female,1,None,C1,Primary school completed,Anglican/Protestant,Working Full-Time,C2,Under K 849,Yes,15 – 18,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
225,7:15  -  7:29,60584111,Muchinga,Nakonde,Urban,Female,1,None,C1,Primary school completed,Anglican/Protestant,Working Full-Time,C2,Under K 849,Yes,15 – 18,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
226,7:30  -  7:44,60584111,Muchinga,Nakonde,Urban,Female,1,None,C1,Primary school completed,Anglican/Protestant,Working Full-Time,C2,Under K 849,Yes,15 – 18,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
227,7:45  -  7:59,60584112,Muchinga,Nakonde,Urban,Female,1,None,C1,Primary school completed,Anglican/Protestant,Housewife,C2,No Income,Yes,35 – 44,"7:15  -  7:29,7:45  -  7:59"
228,7:15  -  7:29,60584112,Muchinga,Nakonde,Urban,Female,1,None,C1,Primary school completed,Anglican/Protestant,Housewife,C2,No Income,Yes,35 – 44,"7:15  -  7:29,7:45  -  7:59"
229,13:00  -  13:14,60585802,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
230,13:45  -  13:59,60585802,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
231,13:15  -  13:29,60585802,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
232,11:45  -  11:59,60585802,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
233,13:30  -  13:44,60585802,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
234,11:15  -  11:29,60585802,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
235,12:45  -  12:59,60585802,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
236,10:15  -  10:29,60585802,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
237,12:00  -  12:14,60585802,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
238,11:00  -  11:14,60585802,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
239,12:30  -  12:44,60585802,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
240,11:30  -  11:44,60585802,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
241,10:45  -  10:59,60585802,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
242,10:00  -  10:14,60585802,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
243,12:15  -  12:29,60585802,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
244,10:30  -  10:44,60585802,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
245,11:15  -  11:29,60601394,Northern,Kasama,Urban,Female,0,One,C1,Any other post-high school qualification,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,35 – 44,11:15  -  11:29
246,18:30  -  18:44,60601396,Northern,Kasama,Urban,Male,1,None,C1,Any other post-high school qualification,Other Christian,Working Part-Time,D,"K 1675- K2,499",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
247,18:00  -  18:14,60601396,Northern,Kasama,Urban,Male,1,None,C1,Any other post-high school qualification,Other Christian,Working Part-Time,D,"K 1675- K2,499",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
248,18:45  -  18:59,60601396,Northern,Kasama,Urban,Male,1,None,C1,Any other post-high school qualification,Other Christian,Working Part-Time,D,"K 1675- K2,499",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
249,18:15  -  18:29,60601396,Northern,Kasama,Urban,Male,1,None,C1,Any other post-high school qualification,Other Christian,Working Part-Time,D,"K 1675- K2,499",Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
250,8:00  -  8:14,60606891,Lusaka,Kafue,Urban,Male,1,None,C1,Some high school,Other Christian,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,19 – 24,"8:00  -  8:14,9:00  -  9:14,10:00  -  10:14"
251,10:00  -  10:14,60606891,Lusaka,Kafue,Urban,Male,1,None,C1,Some high school,Other Christian,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,19 – 24,"8:00  -  8:14,9:00  -  9:14,10:00  -  10:14"
252,9:00  -  9:14,60606891,Lusaka,Kafue,Urban,Male,1,None,C1,Some high school,Other Christian,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,19 – 24,"8:00  -  8:14,9:00  -  9:14,10:00  -  10:14"
253,19:30  -  19:44,60607297,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,35 – 44,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
254,19:45  -  19:59,60607297,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,35 – 44,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
255,20:00  -  20:14,60607297,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,35 – 44,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
256,19:00  -  19:14,60607297,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,35 – 44,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
257,19:15  -  19:29,60607297,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,35 – 44,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
258,9:00  -  9:14,60607300,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Muslim,Self employed,C1,"K 5,365  -  K 6,102",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44"
259,11:15  -  11:29,60607300,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Muslim,Self employed,C1,"K 5,365  -  K 6,102",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44"
260,8:45  -  8:59,60607300,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Muslim,Self employed,C1,"K 5,365  -  K 6,102",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44"
261,9:15  -  9:29,60607300,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Muslim,Self employed,C1,"K 5,365  -  K 6,102",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44"
262,10:15  -  10:29,60607300,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Muslim,Self employed,C1,"K 5,365  -  K 6,102",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44"
263,8:00  -  8:14,60607300,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Muslim,Self employed,C1,"K 5,365  -  K 6,102",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44"
264,11:00  -  11:14,60607300,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Muslim,Self employed,C1,"K 5,365  -  K 6,102",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44"
265,8:15  -  8:29,60607300,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Muslim,Self employed,C1,"K 5,365  -  K 6,102",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44"
266,9:45  -  9:59,60607300,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Muslim,Self employed,C1,"K 5,365  -  K 6,102",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44"
267,11:30  -  11:44,60607300,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Muslim,Self employed,C1,"K 5,365  -  K 6,102",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44"
268,10:45  -  10:59,60607300,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Muslim,Self employed,C1,"K 5,365  -  K 6,102",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44"
269,10:00  -  10:14,60607300,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Muslim,Self employed,C1,"K 5,365  -  K 6,102",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44"
270,9:30  -  9:44,60607300,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Muslim,Self employed,C1,"K 5,365  -  K 6,102",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44"
271,8:30  -  8:44,60607300,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Muslim,Self employed,C1,"K 5,365  -  K 6,102",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44"
272,10:30  -  10:44,60607300,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Muslim,Self employed,C1,"K 5,365  -  K 6,102",Yes,19 – 24,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44"
273,12:00  -  12:14,60607753,Northern,Kasama,Urban,Female,0,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"12:00  -  12:14,14:00  -  14:14,15:00  -  15:14"
274,14:00  -  14:14,60607753,Northern,Kasama,Urban,Female,0,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"12:00  -  12:14,14:00  -  14:14,15:00  -  15:14"
275,15:00  -  15:14,60607753,Northern,Kasama,Urban,Female,0,None,C1,Primary school completed,Roman Catholic,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,19 – 24,"12:00  -  12:14,14:00  -  14:14,15:00  -  15:14"
276,8:45  -  8:59,60608645,Copperbelt,Mufulira,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,Do not know,Do not know,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59"
277,8:00  -  8:14,60608645,Copperbelt,Mufulira,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,Do not know,Do not know,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59"
278,8:30  -  8:44,60608645,Copperbelt,Mufulira,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,Do not know,Do not know,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59"
279,8:15  -  8:29,60608645,Copperbelt,Mufulira,Urban,Female,1,None,C1,Completed high School,Other Christian,Self employed,Do not know,Do not know,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59"
