SbjNum,TOM - Radio Spontaneous Awareness,Other Mentions - Radio Spontaneous Awareness,Radio Prompted Awareness,Ever Listened to Radio,Radio Listeners (Yesterday),Radio Listeners (P7D - Past 7 Days),Radio Listeners (P4W) - Past 4 Weeks,Radio Listeners (P12M) - Past 12 Months
82096725,"Mosi-0-Tunya,SKY,Zambezi", ,"Parliament,QFM,Radio 2,Radio 4,Radio Christian Voice,Chikuni,Falls,Q FM,Sun FM","Radio 2,Radio 4,Falls,Mosi-0-Tunya,Q FM,SKY,Zambezi","Radio 4,Falls,Mosi-0-Tunya,Q FM,SKY,Zambezi", ,Radio 2, 
82098177,"Baptist Faith,BBC,Chimwemwe,Flava FM,Icengelo,QFM,Radio 1,Radio 2,Radio 4,Radio Christian Voice", ,None,"Icengelo,Radio 1,Radio 2,Radio 4,", ,"Icengelo,Radio 1,Radio 4",Radio 2, 
82098178,"Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice", ,Flava FM,None, , , , 
82101518,"BBC,Parliament,Radio 1,Radio 2,Radio Christian Voice,FCC Solwezi,Kabangabanga", ,None,"BBC,Parliament,Radio 1,Radio 2,Radio Christian Voice,FCC Solwezi,Kabangabanga","BBC,Parliament,Radio Christian Voice,Kabangabanga", ,"Radio 1,Radio 2,FCC Solwezi", 
82101519,"FCC Solwezi,Kabangabanga", ,don’t know,None, , , , 
82102463,"BBC,Icengelo,Parliament,Phoenix,QFM,Radio 1,Radio 2,Radio 4,Radio Christian Voice", ,None,Icengelo, ,Icengelo, , 
82102969,"BBC,Radio 1,Radio 2", ,"Parliament,QFM,Radio 4,Mosi-0-Tunya,Zambezi","BBC,Radio 1,Radio 2","BBC,Radio 1,Radio 2", , , 
82105045,Jive, ,Radio Christian Voice,"Jive,Radio Christian Voice,",Jive,Radio Christian Voice, , 
82105046,"Chimwemwe,Icengelo", ,None,Icengelo,Icengelo, , , 
82105047,"Phoenix,Radio 4", ,None,Radio 4, , ,Radio 4, 
82105049,Chimwemwe, ,None,Chimwemwe, ,Chimwemwe, , 
82105050,Jive, ,None,None, , , , 
82105099,"Baptist Faith,Flava FM,Icengelo,QFM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio Mpongwe", ,"Chimwemwe,Kokoliko,Parliament","Baptist Faith,Flava FM,Icengelo,Kokoliko,QFM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio Mpongwe,",Icengelo,"Baptist Faith,QFM,Radio 1","Flava FM,Kokoliko,Radio 2,Radio 4,Radio Christian Voice,Radio Mpongwe", 
82105100,"Flava FM,Icengelo,Radio 1,Radio 2,Radio 4,Radio Christian Voice", ,"Baptist Faith,Kokoliko,QFM","Flava FM,Icengelo,Radio 1,Radio 2,Radio 4",Icengelo,"Flava FM,Radio 1,Radio 2",Radio 4, 
82105101,"Flava FM,Icengelo,Radio 1,Radio 2,Radio 4", ,"BBC,Parliament,Radio Christian Voice","Flava FM,Icengelo,Radio 1",Icengelo, ,"Flava FM,Radio 1", 
82107300,"BBC,Icengelo,Kokoliko,Parliament,Radio 1,Radio 2,Radio 4,Rise FM", ,None,Icengelo, ,Icengelo, , 
82108125,"Radio 1,Radio 2,Radio 4,FCC Solwezi,Kabangabanga", ,"Parliament,Radio Christian Voice","Parliament,Radio 1,Radio 2,Radio Christian Voice,FCC Solwezi,Kabangabanga,","FCC Solwezi,Kabangabanga",Radio 1,"Parliament,Radio 2,Radio Christian Voice", 
82111073,"Radio 1,Radio 2,FCC Solwezi,Kabangabanga,Kasempa", ,"Radio 4,Radio Christian Voice,Mwinilunga","Radio 1,Radio 2,Radio 4,Radio Christian Voice,FCC Solwezi,Kabangabanga,Kasempa,Mwinilunga,","Radio 1,Radio Christian Voice,FCC Solwezi","Radio 2,Kabangabanga",Radio 4, 
82111074,"Radio 1,Radio 2,FCC Solwezi,Kabangabanga", ,Radio Christian Voice,"Radio 1,Radio 2,Radio Christian Voice,FCC Solwezi,Kabangabanga",FCC Solwezi,"Radio 2,Radio Christian Voice,Kabangabanga",Radio 1, 
82111077,"Radio 1,Radio 2,Radio 4,Radio Christian Voice,Beats,FCC Solwezi,Kabangabanga", ,"BBC,Parliament","Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Beats,FCC Solwezi,Kabangabanga,","Radio 1,Radio 2,Radio Christian Voice,Beats,FCC Solwezi,Kabangabanga",Radio 4, , 
82111079,"Radio 1,Radio 2,Radio 4,Beats,Kabangabanga", ,"BBC,Parliament,Radio Christian Voice,FCC Solwezi","Radio 1,Radio 2,Beats,FCC Solwezi,Kabangabanga","Beats,FCC Solwezi,Kabangabanga","Radio 1,Radio 2", , 
82111080,"Radio 1,Radio 2,Beats,FCC Solwezi,Kabangabanga", ,"Parliament,Radio 4,Radio Christian Voice","Radio 1,Radio 2,Radio 4,Radio Christian Voice,Beats,FCC Solwezi,Kabangabanga",Radio 1, ,"Radio 2,Radio 4,Radio Christian Voice,Beats,FCC Solwezi,Kabangabanga", 
82112241,"Radio 1,Radio 2,Radio 4,Radio Christian Voice,Mosi-0-Tunya,Zambezi", ,"BBC,Parliament,QFM,Falls,Q FM,SKY","Radio 1,Radio 2,Radio 4,Radio Christian Voice,Falls,Mosi-0-Tunya,SKY,Zambezi,","Radio 2,Radio 4,Radio Christian Voice","Falls,Mosi-0-Tunya,SKY","Radio 1,Zambezi", 
82113725,"Radio 2,Mosi-0-Tunya,Zambezi", ,"QFM,Falls","QFM,Mosi-0-Tunya,", ,Mosi-0-Tunya, ,QFM
82113727,"Radio 4,Radio Christian Voice,Mosi-0-Tunya,Zambezi", ,"Radio 2,Falls,SKY","Radio 2,Radio Christian Voice,Falls,Mosi-0-Tunya,Zambezi", ,"Mosi-0-Tunya,Zambezi","Radio 2,Radio Christian Voice,Falls", 
82117684,"Radio 2,Breeze,Feel Free,Maria", ,QFM,"Radio 2,Breeze,Feel Free,Maria,","Breeze,Feel Free",Radio 2,Maria, 
82117685,"Radio 1,Breeze,Feel Free", ,QFM,"Radio 1,Breeze,Feel Free", ,"Radio 1,Breeze,Feel Free", , 
82117686,"Breeze,Feel Free,Maria", ,Radio 2,"Breeze,Feel Free,","Breeze,Feel Free", , , 
82117687,"Radio 2,Breeze,Feel Free", ,"QFM,Maria","QFM,Radio 2,Breeze,Feel Free,Maria","Radio 2,Breeze,Maria",Feel Free,QFM, 
82117688,"Breeze,Feel Free,Maria", ,"Parliament,QFM","Breeze,Maria,",Breeze,Maria, , 
82117689,"Radio 1,Breeze,Feel Free,Maria", ,Radio 2,"Breeze,Feel Free,Maria", ,"Breeze,Feel Free,Maria", , 
82117690,"Radio 1,Breeze,Feel Free,Maria", ,"QFM,Radio 2","Breeze,Feel Free,",Feel Free,Breeze, , 
82176615,"Radio 1,Breeze,Feel Free,Maria", ,None,"Breeze,Maria,","Breeze,Maria", , , 
82176616,"Breeze,Feel Free,Maria", ,"BBC,Parliament,QFM,Radio 2","Breeze,Feel Free,Maria","Breeze,Feel Free,Maria", , , 
82176617,"Breeze,Feel Free,Maria", ,"BBC,Parliament,QFM,Radio 2,Chikaya,Chongwe,Mphangwe","Breeze,Feel Free,Maria", ,"Breeze,Feel Free,Maria", , 
82176618,"Breeze,Feel Free,Maria", ,"BBC,Parliament,QFM,Radio 2","Parliament,QFM,Breeze,Feel Free,Maria","Parliament,Maria",QFM,"Breeze,Feel Free", 
82178617,"Chimwemwe,Phoenix,Sun", ,None,"Chimwemwe,Phoenix,Sun", ,"Phoenix,Sun",Chimwemwe, 
82178833,"Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,FCC Solwezi,Kabangabanga", ,"BBC,Beats","BBC,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,FCC Solwezi,Kabangabanga,","Radio 1,Radio Christian Voice","Radio 2,Radio 4,FCC Solwezi",Kabangabanga,"BBC,Parliament"
82179280,"Chimwemwe,Icengelo,Jive,Radio 1", ,"Radio Christian Voice,Sun","Chimwemwe,Icengelo,Radio Christian Voice,Sun,","Chimwemwe,Icengelo,Radio Christian Voice",Sun, , 
82180022,Chimwemwe, ,None,Chimwemwe,Chimwemwe, , , 
82180488,"Parliament,Radio 1,Radio 2,Radio 4,Falls,Mosi-0-Tunya,SKY,Zambezi", ,"BBC,QFM,Radio Christian Voice,Chikuni,Namwiaanga,Q FM,Sun FM","Parliament,Radio 1,Radio 2,Radio 4,Mosi-0-Tunya,Q FM,SKY,Sun FM,Zambezi", , ,Parliament,"Radio 1,Radio 2,Radio 4,Mosi-0-Tunya,Q FM,SKY,Sun FM,Zambezi"
82180574,"Radio 1,Radio 2,Radio Christian Voice,FCC Solwezi", ,"Parliament,Radio 4,Beats,Kabangabanga","Radio 1,Radio 2,Radio 4,Radio Christian Voice,FCC Solwezi,Kabangabanga,", ,"Radio 1,Radio 2,FCC Solwezi","Radio 4,Radio Christian Voice,Kabangabanga", 
82181716,"BBC,Flava FM,Icengelo,Parliament,Phoenix,QFM,Radio 1,Radio 2,Radio 4,Sun,Yar", ,None,"Flava FM,Phoenix,Radio 1,Radio 4,Yar",Radio 1,"Flava FM,Radio 4", ,"Phoenix,Yar"
82181719,Chimwemwe, ,Sun,Chimwemwe, ,Chimwemwe, , 
82182246,"Radio 1,Radio 2,FCC Solwezi,Kabangabanga", ,"Parliament,Radio Christian Voice",None, , , , 
82182407,"Chimwemwe,Icengelo,Radio Christian Voice,Sun", ,"Baptist Faith,Parliament","Chimwemwe,Icengelo,Parliament,Radio Christian Voice,Sun","Chimwemwe,Icengelo,Parliament,Radio Christian Voice,Sun", , , 
82182736,"Radio 1,Beats,FCC Solwezi,Kabangabanga", ,"Radio 2,Radio 4,Radio Christian Voice","Radio 1,FCC Solwezi,Kabangabanga", ,"Radio 1,FCC Solwezi,Kabangabanga", , 
82183434,"BBC,Flava FM,Icengelo,Parliament,Phoenix,QFM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Yar", ,None,"Flava FM,Icengelo,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Yar","Icengelo,Radio 4,Radio Christian Voice","Flava FM,Radio 1,Radio 2", ,Yar
82184233,"Baptist Faith,Chimwemwe,Flava FM,Icengelo,Parliament,QFM,Radio 1,Radio 2,Radio 4", ,"BBC,Iwave,Phoenix,Radio Christian Voice","Baptist Faith,BBC,Flava FM,Icengelo,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Baptist Faith,BBC,Icengelo,Radio 1,Radio 4,Radio Christian Voice","Flava FM,Radio 2", , 
82185923,"BBC,Icengelo,Parliament,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice", ,None,"Icengelo,Radio 1,Radio 4", ,"Icengelo,Radio 1,Radio 4", , 
82185932,"Falls,Mosi-0-Tunya", ,Radio Christian Voice,"Radio Christian Voice,Falls,Mosi-0-Tunya", , , , 
82188309,"Flava FM,Icengelo,Radio Christian Voice", ,"Baptist Faith,QFM","Flava FM,Icengelo,Radio Christian Voice","Flava FM,Icengelo,Radio Christian Voice", , , 
82188824,Jive, ,Sun,"Jive,Sun,","Jive,Sun", , , 
82188825,Radio 4, ,None,Radio 4, ,Radio 4, , 
82190131,"BBC,Radio 1,Radio 2,Radio Christian Voice,FCC Solwezi,Kabangabanga", ,"Parliament,Radio 4",Radio 1, ,Radio 1, , 
82190818,"Radio 1,Radio 2", ,Zambezi,"Radio 1,Radio 2,","Radio 1,Radio 2", , , 
82191079,None, ,"BBC,Parliament,Radio 2,Radio 4,Radio Christian Voice,Beats,FCC Solwezi","Parliament,Radio 2,Radio 4,Radio Christian Voice,Beats,FCC Solwezi,",FCC Solwezi,"Radio Christian Voice,Beats","Parliament,Radio 2,Radio 4", 
82191562,"Icengelo,Radio 1,Radio 2,Radio 4,Radio Christian Voice", ,None,None, , , , 
82191573,"BBC,Flava FM,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4", ,"Baptist Faith,Parliament,Radio Christian Voice","BBC,Flava FM,Icengelo,Phoenix,Radio 1",Icengelo,"Flava FM,Phoenix,Radio 1",BBC, 
82192494,"Radio 1,Radio 4,Mosi-0-Tunya,Zambezi", ,"Parliament,QFM,Radio 2,Radio Christian Voice,Falls,Mazabuka,SKY,Sun FM","Radio 1,Radio Christian Voice,Mosi-0-Tunya,Zambezi,",Mosi-0-Tunya,"Radio 1,Zambezi",Radio Christian Voice, 
82192495,"Falls,Zambezi", ,"BBC,Radio 2,Radio 4,Radio Christian Voice,Mosi-0-Tunya,SKY,Sun FM","Falls,Mosi-0-Tunya,SKY,Sun FM,Zambezi", ,"Falls,Mosi-0-Tunya,SKY,Sun FM,Zambezi", , 
82192496,"Radio 4,Mosi-0-Tunya,Zambezi", ,"BBC,Parliament,Radio 2,Radio Christian Voice,Chikuni,Choma Maano,Falls,Mazabuka,Namwiaanga,SKY,Vision Maacha","Falls,Mosi-0-Tunya,SKY,Zambezi,", ,"Falls,Mosi-0-Tunya,SKY,Zambezi", , 
82194313,"Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice", ,None,Icengelo,Icengelo, , , 
82195184,"Flava FM,Icengelo,Radio 1,Radio 2,Radio 4", ,"Baptist Faith,Phoenix,Radio Christian Voice","Flava FM,Icengelo,Radio 1,Radio 2,","Flava FM,Icengelo","Radio 1,Radio 2", , 
82195764,"Radio 1,Radio 2,Radio 4,Radio Christian Voice,Beats,FCC Solwezi,Kabangabanga", ,Parliament,"Radio 1,Radio 2,Radio Christian Voice,FCC Solwezi,Kabangabanga", ,"Radio 1,Kabangabanga","Radio 2,Radio Christian Voice",FCC Solwezi
82197832,"Parliament,Radio 1,Radio 2,Radio Christian Voice", ,"Radio 4,FCC Solwezi,Kabangabanga","Radio 1,FCC Solwezi,Kabangabanga","Radio 1,Kabangabanga",FCC Solwezi, , 
82198340,"Baptist Faith,BBC,Flava FM,Icengelo,Kokoliko,Parliament,Phoenix,Radio 1,Radio 2,Radio 4", ,Radio Christian Voice,Icengelo, ,Icengelo, , 
82198882,"BBC,Icengelo,Parliament,Phoenix,Radio 1", ,"Kokoliko,Radio Christian Voice,Rise FM","BBC,Icengelo,Radio 1,Radio Christian Voice,", ,"BBC,Icengelo,Radio 1,Radio Christian Voice", , 
82203329,Mosi-0-Tunya, ,"QFM,Radio 2,Radio 4,Radio Christian Voice,Q FM,SKY,Zambezi","Mosi-0-Tunya,Zambezi,", , , ,"Mosi-0-Tunya,Zambezi"
82203389,"FCC Solwezi,Kabangabanga", ,"BBC,Radio 2,Mano",Kabangabanga,Kabangabanga, , , 
82203700,"Baptist Faith,Flava FM,Icengelo,Parliament,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice", ,"BBC,Chimwemwe","Baptist Faith,BBC,Flava FM,Icengelo,Parliament,Radio 1,","Baptist Faith,Flava FM,Icengelo,Radio 1","BBC,Parliament", , 
82204036,"Radio 1,Radio 2,Radio 4,Radio Christian Voice,FCC Solwezi,Kabangabanga", ,"Parliament,Beats","Radio 1,Radio Christian Voice,FCC Solwezi,Kabangabanga,", ,"Radio 1,Radio Christian Voice,FCC Solwezi",Kabangabanga, 
82205274,"BBC,Flava FM,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Yar", ,Rise FM,"Flava FM,Icengelo,Radio 1,Radio 2,","Flava FM,Radio 2","Icengelo,Radio 1", , 
82205275,"BBC,Flava FM,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio Mpongwe,Yar", ,None,"Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Radio 1,Radio 2,Radio 4","Phoenix,Radio Christian Voice", ,Icengelo
82205276,"Flava FM,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Yar", ,None,"Flava FM,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice","Flava FM,Icengelo,Phoenix,Radio 2,Radio Christian Voice","Radio 1,Radio 4", , 
82205277,"Flava FM,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Yar", ,Parliament,None, , , , 
82205278,"Flava FM,Phoenix,Radio 1,Radio Christian Voice", ,"Icengelo,Radio 2,Radio 4","Icengelo,Radio 1,Radio Christian Voice","Icengelo,Radio 1,Radio Christian Voice", , , 
82205279,"Flava FM,Radio 1", ,"Radio 2,Radio 4,Radio Christian Voice",Flava FM,Flava FM, , , 
82205280,"Flava FM,Icengelo,Phoenix,Radio 1,Radio 4,Radio Christian Voice", ,"Radio 2,Yar",None, , , , 
82205281,"Flava FM,Icengelo", ,"Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice","Flava FM,Radio 1,", ,"Flava FM,Radio 1", , 
82209675,"Jive,Phoenix,Radio Christian Voice", ,Radio 4,"Jive,Radio Christian Voice,", ,Jive,Radio Christian Voice, 
82210551,"QFM,Breeze,Feel Free,Maria", ,Radio 2,"QFM,Radio 2,Breeze,Feel Free,Maria", ,"QFM,Radio 2,Breeze,Feel Free,Maria", , 
82210552,"Radio 1,Breeze,Feel Free,Maria", ,Radio 2,"Breeze,Feel Free,", ,"Breeze,Feel Free", , 
82210553,None, ,don’t know,None, , , , 
82210554,None, ,don’t know,None, , , , 
82210555,"Radio 1,Breeze,Feel Free,Maria", ,Radio 2,"Radio 1,Breeze,Feel Free,Maria,", ,"Breeze,Feel Free,Maria",Radio 1, 
82210557,"Breeze,Feel Free,Maria", ,Radio 2,Feel Free, ,Feel Free, , 
82210558,"Radio 1,Maria", ,Breeze,Breeze, ,Breeze, , 
82210559,"Breeze,Feel Free", ,Maria,Feel Free,Feel Free, , , 
82212291,Falls, ,"Radio 2,Radio 4,Radio Christian Voice,Chikuni,Choma Maano,Mosi-0-Tunya,Q FM,Salvation Army,Zambezi","Radio 4,Falls,Mosi-0-Tunya,Zambezi,", ,"Falls,Mosi-0-Tunya","Radio 4,Zambezi", 
82212292,Mosi-0-Tunya, ,"Falls,SKY",Mosi-0-Tunya, , , ,Mosi-0-Tunya
82212475,"Radio 1,Radio 2,Radio 4,Radio Christian Voice,Beats,FCC Solwezi,Kabangabanga", ,"BBC,Parliament","BBC,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Beats,FCC Solwezi,Kabangabanga", , ,"BBC,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Beats,FCC Solwezi,Kabangabanga", 
82213890,"QFM,Radio 1,Radio 2,Breeze,Feel Free,Maria", ,"BBC,Parliament,Mphangwe","QFM,Radio 2,Breeze,Feel Free,Maria","Breeze,Feel Free,Maria", ,Radio 2,QFM
82213891,"Radio 2,Breeze,Feel Free,Maria", ,"BBC,Parliament,QFM,Radio 4,Radio Christian Voice,Chikaya,Chongwe,Isoka,Mphangwe,PASME","QFM,Radio 2,Breeze,Maria,","QFM,Radio 2","Breeze,Maria", , 
82213892,"Breeze,Feel Free", ,"BBC,Parliament,QFM,Radio 2,Radio Christian Voice,Maria,Petauke Explorers","Breeze,Feel Free,Maria", ,"Breeze,Feel Free,Maria", , 
82213893,"Breeze,Feel Free,Maria", ,"BBC,Parliament,QFM,Radio 2,Radio 4,Radio Christian Voice,Chikaya,Chongwe,Isoka,Mphangwe,Petauke Explorers,Radio Café,Valley,New Generation","BBC,Parliament,Feel Free",Feel Free, , ,"BBC,Parliament"
82213894,"Breeze,Feel Free,Maria", ,"BBC,Parliament,QFM,Chikaya,Chongwe,Isoka,Mphangwe,Petauke Explorers","Breeze,Feel Free,",Breeze,Feel Free, , 
82214286,"Radio 1,Radio 2", ,Kabangabanga,None, , , , 
82225751,"Chimwemwe,Icengelo,Phoenix,Radio Christian Voice,Sun", ,Radio 1,"Chimwemwe,Icengelo,Phoenix,Radio Christian Voice,Sun","Phoenix,Sun", ,Radio Christian Voice,"Chimwemwe,Icengelo"
82256859,"Chikuni,Falls,Mosi-0-Tunya,SKY", ,"BBC,Parliament,QFM,Radio 2,Radio 4,Radio Christian Voice,Choma Maano,Kariba,Mazabuka,Q FM,Sun FM,Voice of Kalomo,Zambezi","Falls,Mosi-0-Tunya,SKY",Mosi-0-Tunya,"Falls,SKY", , 
82267136,"Radio 1,Radio 2,Radio 4,Radio Christian Voice,Beats,FCC Solwezi,Kabangabanga", ,Parliament,"Radio Christian Voice,FCC Solwezi,Kabangabanga", ,"Radio Christian Voice,FCC Solwezi,Kabangabanga", , 
82267632,"Radio Christian Voice,Sun", ,"Chimwemwe,Icengelo,Jive,Radio 1","Icengelo,Radio Christian Voice,Sun",Sun,Radio Christian Voice,Icengelo, 
82267635,"Chimwemwe,Sun", ,Icengelo,"Chimwemwe,Icengelo,Sun",Sun,Chimwemwe,Icengelo, 
82268863,"Radio 1,Radio 2,FCC Solwezi,Kabangabanga", ,Parliament,None, , , , 
82268864,"Radio 1,Kabangabanga", ,"Radio 2,Radio Christian Voice,FCC Solwezi",None, , , , 
82269324,"Radio 1,Radio 2,Radio Christian Voice,FCC Solwezi,Kabangabanga", ,None,"Radio 1,Radio Christian Voice,FCC Solwezi", ,Radio 1,"Radio Christian Voice,FCC Solwezi", 
82270055,"Radio 1,Radio Christian Voice,Falls,Mosi-0-Tunya,SKY,Zambezi", ,"Parliament,Vision Maacha","Radio 1,Radio Christian Voice,Falls,Mosi-0-Tunya,SKY,Zambezi,","Radio 1,Mosi-0-Tunya","Falls,Zambezi",Radio Christian Voice,SKY
82271219,"BBC,Chimwemwe,Flava FM,Icengelo,Jive,Phoenix,Sun", ,QFM,"Flava FM,Phoenix,Sun","Flava FM,Phoenix,Sun", , , 
82271462,"Flava FM,Icengelo,Radio 1,Radio 4,Radio Christian Voice,Yar", ,None,"Icengelo,Radio 1,Radio Christian Voice,Yar,", ,"Radio Christian Voice,Yar","Icengelo,Radio 1", 
82272682,"Radio 1,Radio Christian Voice", ,"FCC Solwezi,Kabangabanga","Radio 1,Radio Christian Voice,FCC Solwezi,Kabangabanga,", ,Radio 1,"Radio Christian Voice,FCC Solwezi,Kabangabanga", 
82272972,"Radio 1,Radio Christian Voice", ,"BBC,Parliament,QFM,Radio 2,Radio 4,Chikuni,Choma Maano,Falls,Mosi-0-Tunya,Q FM,Salvation Army,SKY","Parliament,Radio 1,Radio Christian Voice", , ,"Radio 1,Radio Christian Voice", 
82273216,"Baptist Faith,Icengelo,Phoenix,QFM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise FM,Sun,Yar", ,None,"Baptist Faith,Icengelo,Radio 1","Baptist Faith,Icengelo,Radio 1", , , 
82273475,Radio 1, ,"Radio 2,FCC Solwezi,Kabangabanga",None, , , , 
82274452,"Flava FM,Icengelo,Radio 1,Radio 2,Radio 4", ,"BBC,Parliament,Phoenix,Radio Christian Voice",Icengelo, ,Icengelo, , 
82274453,"Flava FM,Icengelo,Radio 1,Radio 2,Radio 4", ,"BBC,Parliament,Radio Christian Voice,Yar","BBC,Flava FM,Icengelo,Radio 1,Radio Christian Voice",Icengelo,Radio 1,"BBC,Flava FM,Radio Christian Voice", 
82275791,"Radio 1,Breeze,Feel Free,Maria", ,"QFM,Radio 2,Chikaya","QFM,Radio 1,Maria", ,"QFM,Radio 1,Maria", , 
82275792,"QFM,Radio 1,Breeze,Feel Free,Maria", ,"BBC,Parliament,Radio 2,Radio 4,Radio Christian Voice,Chikaya,Mphangwe","QFM,Breeze,Feel Free,Maria,","Breeze,Feel Free",Maria,QFM, 
82275793,"Breeze,Feel Free,Maria", ,"BBC,Parliament,QFM,Radio 2","Breeze,Feel Free,","Breeze,Feel Free", , , 
82276585,"Radio 1,FCC Solwezi,Kabangabanga", ,Radio Christian Voice,"Radio 1,FCC Solwezi,Kabangabanga", ,Radio 1,"FCC Solwezi,Kabangabanga", 
82276743,"Radio 1,Radio 2,Beats,FCC Solwezi,Kabangabanga", ,Radio Christian Voice,"Radio Christian Voice,FCC Solwezi,",FCC Solwezi,Radio Christian Voice, , 
82278166,"Chimwemwe,Sun", ,"Icengelo,Phoenix,QFM","Chimwemwe,Icengelo,Phoenix,Sun,","Icengelo,Phoenix,Sun", ,Chimwemwe, 
82278491,"Baptist Faith,BBC,Flava FM,Radio 1,Radio 2,Radio 4", ,"Icengelo,Kokoliko,Radio Christian Voice","BBC,Flava FM,Icengelo,Radio 1,Radio 2,Radio 4,Radio Christian Voice","BBC,Flava FM,Icengelo,Radio 1,Radio 2,Radio 4,Radio Christian Voice", , , 
82278707,"Falls,Mosi-0-Tunya,Zambezi", ,"BBC,Radio 2,Radio 4,Radio Christian Voice,SKY","Falls,Mosi-0-Tunya,Zambezi", ,Mosi-0-Tunya, ,Falls
82278963,"Baptist Faith,BBC,Chimwemwe,Flava FM,Icengelo,Iwave,Kokoliko,Parliament,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun,Yar", ,None,"Icengelo,Radio 1,Radio Christian Voice,Yar,", , ,"Icengelo,Radio 1,Radio Christian Voice,Yar", 
82278964,"Flava FM,Icengelo,Phoenix,QFM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise FM,Sun,Yar", ,None,Flava FM,Flava FM, , , 
82279663,"Falls,Mosi-0-Tunya,Zambezi", ,"BBC,Parliament,QFM,Radio 2,Radio 4,Radio Christian Voice,Chikuni,Q FM,SKY,Sun FM","Radio Christian Voice,Falls,Mosi-0-Tunya,SKY,Sun FM,Zambezi,", ,"Radio Christian Voice,Mosi-0-Tunya,Sun FM","Falls,SKY,Zambezi", 
82279664,"Radio 4,Radio Christian Voice,Zambezi", ,"Parliament,QFM,Radio 2,Choma Maano,Falls,Mosi-0-Tunya,Q FM,SKY,Young Generation","Radio 4,Mosi-0-Tunya,Zambezi", ,"Mosi-0-Tunya,Zambezi", ,Radio 4
82279665,"Mosi-0-Tunya,Zambezi", ,"Radio 2,Radio Christian Voice,Chikuni,Choma Maano,Falls,Mazabuka,Namwiaanga,Q FM,SKY,Sun FM,Voice of Kalomo","Mosi-0-Tunya,SKY,Zambezi", ,"Mosi-0-Tunya,SKY",Zambezi, 
82279689,Sun, ,None,Sun, , ,Sun, 
82279690,"Phoenix,Radio 4", ,None,None, , , , 
82280559,"Breeze,Feel Free,Maria", ,"BBC,Radio 2,Mphangwe","Breeze,Feel Free,Maria",Breeze,"Feel Free,Maria", , 
82281434,"BBC,Icengelo,Radio 1,Radio 2,Radio 4", ,"Flava FM,Phoenix,Radio Christian Voice","Flava FM,Icengelo,Radio 1,Radio 2,","Flava FM,Icengelo,Radio 1,Radio 2", , , 
82281742,"Baptist Faith,BBC,Chimwemwe,Flava FM,Icengelo,Kokoliko,Parliament,Phoenix,QFM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio Mpongwe,Rise FM,Sun,Yar", ,None,Icengelo,Icengelo, , , 
82282381,"Radio 1,Radio 2,FCC Solwezi", ,"Radio Christian Voice,Beats,Kabangabanga","Radio 1,Radio 2,Radio Christian Voice,FCC Solwezi,Kabangabanga", ,"Radio 1,FCC Solwezi,Kabangabanga","Radio 2,Radio Christian Voice", 
82283478,"Breeze,Feel Free,Maria,Petauke Explorers", ,"QFM,Radio 2","Radio 2,Breeze,Feel Free,Maria,","Breeze,Maria","Radio 2,Feel Free", , 
82285231,"Radio Christian Voice,Mosi-0-Tunya,SKY,Zambezi", ,"BBC,Parliament,Radio 2,Radio 4,Falls,Salvation Army","Radio Christian Voice,Mosi-0-Tunya,SKY", , , ,"Radio Christian Voice,Mosi-0-Tunya"
82285775,"BBC,Icengelo,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Yar", ,None,"Icengelo,Radio 1,Radio 2,Radio 4,Radio Christian Voice", , ,Radio 2,"Icengelo,Radio 1,Radio 4,Radio Christian Voice"
