SbjNum,Read or paged through a newspaper,Watched pay TV,Internet Users,Social Network Sites Users,Radio Listenership,Magazine Readership,TV Viewership,Watched Video/Movie using VCR,Watched VCD/ DVD,Music on CD,Music on IPOD/MP3 player,Watched pay TV e.g.DSTV,Email Access,Visit a Cinema,Sent SMS on Phone,Made a Call on Phone,Mobile Cinema or Projected,Book Reader,Promotion participant,Newspaper Online Readership,Radio Listenership - Mobile Phone,Promotion participant - SMS,Radio/TV Talk Show participant - SMS,Radio/TV Talk Show participant - Call,Attended/Participated in a road show,Community Education Meeting,Stereo tape,Watched Free to Air
60845427,Never,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60845428,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 4 Weeks,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60845429,Past 12 Months,Yesterday,Past 7 Days,Yesterday,Past 4 Weeks,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60845430,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Past 12 Months,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60845432,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Past 4 Weeks,Past 7 Days,Never,Past 7 Days,Past 7 Days,Never,Never,Never,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months
60845433,Never,Yesterday,Never,Never,Yesterday,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Past 7 Days,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60845434,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Yesterday
60845435,Past 12 Months,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60845443,Past 7 Days,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60845444,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Past 4 Weeks,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60845445,Never,Yesterday,Yesterday,Yesterday,Past 7 Days,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60845446,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60845447,Never,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Past 7 Days,Yesterday,Never,Past 7 Days,Never,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60845448,Past 12 Months,Past 7 Days,Past 12 Months,Never,Past 7 Days,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Past 7 Days,Never,Never,Past 12 Months,Yesterday,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Past 12 Months,Never,Never,Never
60845875,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months
60845876,Yesterday,Yesterday,Past 4 Weeks,Past 4 Weeks,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60845877,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 7 Days,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Never,Never,Past 12 Months
60845878,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 7 Days,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Past 4 Weeks,Yesterday,Past 12 Months,Past 4 Weeks,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60845879,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Never
60845880,Past 12 Months,Past 7 Days,Past 12 Months,Past 7 Days,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 7 Days,Yesterday,Past 7 Days,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Never,Past 4 Weeks,Past 12 Months,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Past 12 Months
60845883,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Past 12 Months
60848520,Never,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60848521,Never,Yesterday,Never,Never,Past 4 Weeks,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Past 7 Days,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60848522,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Yesterday,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60848523,Past 12 Months,Yesterday,Never,Never,Yesterday,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Never,Yesterday,Never,Past 12 Months,Never,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60848524,Past 12 Months,Past 12 Months,Never,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Past 7 Days,Yesterday,Never,Past 12 Months,Never,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months
60848525,Never,Past 7 Days,Never,Never,Past 7 Days,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months
60848526,Never,Yesterday,Never,Never,Yesterday,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Past 7 Days,Yesterday,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60848822,Never,Yesterday,Yesterday,Never,Yesterday,Past 7 Days,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Past 7 Days,Past 7 Days,Never,Past 12 Months,Past 7 Days,Yesterday
60848996,Past 7 Days,Past 4 Weeks,Never,Never,Past 4 Weeks,Past 7 Days,Past 4 Weeks,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Never,Past 7 Days,Yesterday,Past 4 Weeks,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60848997,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Past 12 Months,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60849608,Never,Past 4 Weeks,Never,Never,Past 12 Months,Never,Past 4 Weeks,Never,Past 4 Weeks,Past 12 Months,Never,Past 4 Weeks,Never,Never,Past 7 Days,Past 7 Days,Never,Yesterday,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never
60849609,Yesterday,Past 12 Months,Never,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 4 Weeks,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Past 12 Months
60861539,Past 12 Months,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Never,Never,Past 7 Days,Past 7 Days,Never,Past 4 Weeks,Past 4 Weeks,Never,Past 12 Months,Never,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months
60861540,Past 12 Months,Past 7 Days,Past 12 Months,Never,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 7 Days,Never,Never,Past 7 Days,Past 7 Days,Never,Past 12 Months,Never,Never,Past 4 Weeks,Never,Never,Never,Past 12 Months,Never,Past 12 Months,Never
60861541,Past 12 Months,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Past 4 Weeks,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 12 Months,Never,Past 12 Months,Past 12 Months,Never,Past 12 Months
60861542,Past 12 Months,Past 7 Days,Past 12 Months,Never,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Never,Never,Past 7 Days,Past 7 Days,Past 12 Months,Never,Never,Past 12 Months,Past 4 Weeks,Past 12 Months,Never,Never,Past 12 Months,Past 12 Months,Never,Past 12 Months
60861543,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Past 12 Months,Never,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Past 12 Months
60861544,Past 12 Months,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Never,Never,Past 7 Days,Past 7 Days,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Never,Never,Never,Never,Never,Never
60863462,Past 12 Months,Yesterday,Past 7 Days,Past 7 Days,Past 7 Days,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Past 12 Months
60863463,Past 12 Months,Past 7 Days,Past 12 Months,Past 7 Days,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Never,Past 12 Months,Past 7 Days,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never
60863464,Past 12 Months,Past 7 Days,Yesterday,Past 7 Days,Past 4 Weeks,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Past 12 Months,Never,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 7 Days,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never
60863465,Never,Past 7 Days,Never,Never,Past 4 Weeks,Never,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 7 Days,Never,Never,Past 7 Days,Past 7 Days,Never,Past 12 Months,Never,Never,Past 7 Days,Never,Never,Never,Never,Past 12 Months,Never,Never
60877285,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 4 Weeks,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months
60886274,Never,Past 4 Weeks,Never,Never,Yesterday,Past 12 Months,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Past 4 Weeks,Past 7 Days,Never,Past 12 Months,Never,Never,Past 7 Days,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Never
60886275,Never,Past 12 Months,Never,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Past 7 Days,Never,Never,Never,Never,Past 12 Months,Never,Never
60886276,Never,Yesterday,Never,Never,Yesterday,Past 12 Months,Yesterday,Never,Past 12 Months,Never,Never,Yesterday,Never,Never,Past 7 Days,Yesterday,Never,Past 12 Months,Never,Never,Past 7 Days,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months
60886277,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Past 12 Months,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Never,Never,Never,Past 7 Days,Never,Past 12 Months
60888451,Never,Past 7 Days,Past 12 Months,Never,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 7 Days,Never,Never,Yesterday,Past 7 Days,Never,Past 12 Months,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 12 Months,Never,Never
60888452,Past 12 Months,Past 7 Days,Past 12 Months,Never,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 7 Days,Never,Never,Past 7 Days,Past 7 Days,Never,Past 12 Months,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months
60888453,Past 12 Months,Past 7 Days,Never,Never,Past 4 Weeks,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Never,Never,Past 7 Days,Past 7 Days,Never,Past 12 Months,Past 12 Months,Never,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never
82003831,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 4 Weeks,Past 12 Months,Past 7 Days,Yesterday,Never,Yesterday,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Never,Past 4 Weeks,Never,Past 4 Weeks,Never,Past 12 Months
82005311,Past 7 Days,Yesterday,Yesterday,Past 4 Weeks,Past 7 Days,Past 12 Months,Yesterday,Never,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Past 4 Weeks,Never,Yesterday,Yesterday,Never,Past 7 Days,Past 12 Months,Yesterday,Past 7 Days,Never,Never,Never,Never,Never,Never,Past 12 Months
82006682,Past 12 Months,Yesterday,Yesterday,Past 4 Weeks,Past 12 Months,Past 12 Months,Yesterday,Never,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Past 4 Weeks,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 4 Weeks,Never,Past 12 Months,Never,Never,Never,Past 4 Weeks,Never,Never,Past 12 Months
82006683,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Never,Never,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Never
82008677,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
82009407,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
82013391,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
82013392,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Never,Past 12 Months,Never,Yesterday,Past 7 Days,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Past 12 Months
82016176,Never,Yesterday,Never,Never,Yesterday,Never,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Past 12 Months
82016600,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never
82020882,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
82024076,Yesterday,Past 12 Months,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 7 Days,Never,Yesterday,Yesterday,Never,Yesterday,Never,Yesterday,Yesterday,Never,Never,Never,Never,Past 4 Weeks,Never,Past 12 Months
82024077,Past 4 Weeks,Past 7 Days,Yesterday,Past 4 Weeks,Past 7 Days,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Never,Past 4 Weeks,Past 7 Days,Yesterday,Past 12 Months,Past 7 Days,Yesterday,Never,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Past 12 Months,Past 12 Months
82033089,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Past 4 Weeks,Past 12 Months,Past 7 Days,Never,Yesterday,Never,Never,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Never,Past 7 Days,Past 7 Days,Past 7 Days,Never,Past 12 Months,Past 4 Weeks,Past 7 Days,Never,Past 7 Days
82033090,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
82033093,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Yesterday,Yesterday,Yesterday,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never
82033095,Never,Yesterday,Never,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Never,Never,Past 12 Months,Past 4 Weeks,Yesterday,Past 12 Months,Past 7 Days,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Past 12 Months,Yesterday,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Past 4 Weeks
82033096,Past 4 Weeks,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Past 7 Days,Past 12 Months,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Never,Past 7 Days,Past 7 Days,Never,Never,Never,Never,Never,Never,Never
82033097,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
82033098,Past 12 Months,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Never,Past 7 Days,Past 12 Months,Past 12 Months,Past 4 Weeks,Yesterday,Yesterday,Never,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Never,Never,Past 12 Months,Yesterday,Never,Never,Never,Never,Past 7 Days,Never,Past 12 Months
82088474,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Never,Never,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Past 4 Weeks,Never,Past 7 Days,Never,Never,Past 7 Days,Never,Past 12 Months,Never,Never
82088904,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Yesterday,Past 4 Weeks,Yesterday,Past 7 Days,Past 4 Weeks,Past 7 Days,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Past 12 Months,Never,Never,Never,Past 7 Days
