,Emmanuel TV  Yesterday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Emmanuel TV  Yesterday
178,15:30  -  15:44,60600703,Copperbelt,Chilililabombwe,Urban,Female,2,One,C1,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),Do not know,No Income,Yes,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
179,9:15  -  9:29,60600703,Copperbelt,Chilililabombwe,Urban,Female,2,One,C1,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),Do not know,No Income,Yes,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
180,10:45  -  10:59,60600703,Copperbelt,Chilililabombwe,Urban,Female,2,One,C1,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),Do not know,No Income,Yes,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
181,9:00  -  9:14,60600703,Copperbelt,Chilililabombwe,Urban,Female,2,One,C1,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),Do not know,No Income,Yes,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
182,13:15  -  13:29,60600703,Copperbelt,Chilililabombwe,Urban,Female,2,One,C1,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),Do not know,No Income,Yes,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
183,15:15  -  15:29,60600703,Copperbelt,Chilililabombwe,Urban,Female,2,One,C1,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),Do not know,No Income,Yes,45+,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14"
184,20:30  -  20:44,60601601,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some primary school,Others,Self employed,D,K 850-K 1674,Yes,45+,"18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
185,19:00  -  19:14,60601601,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some primary school,Others,Self employed,D,K 850-K 1674,Yes,45+,"18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
186,19:15  -  19:29,60601601,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some primary school,Others,Self employed,D,K 850-K 1674,Yes,45+,"18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
187,19:30  -  19:44,60601601,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some primary school,Others,Self employed,D,K 850-K 1674,Yes,45+,"18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
188,18:45  -  18:59,60601601,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some primary school,Others,Self employed,D,K 850-K 1674,Yes,45+,"18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
189,18:15  -  18:29,60601601,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some primary school,Others,Self employed,D,K 850-K 1674,Yes,45+,"18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
190,20:00  -  20:14,60601601,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some primary school,Others,Self employed,D,K 850-K 1674,Yes,45+,"18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
191,20:45  -  20:59,60601601,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some primary school,Others,Self employed,D,K 850-K 1674,Yes,45+,"18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
192,18:30  -  18:44,60601601,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some primary school,Others,Self employed,D,K 850-K 1674,Yes,45+,"18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
193,19:45  -  19:59,60601601,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some primary school,Others,Self employed,D,K 850-K 1674,Yes,45+,"18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
194,20:15  -  20:29,60601601,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some primary school,Others,Self employed,D,K 850-K 1674,Yes,45+,"18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
195,9:45  -  9:59,60608400,Copperbelt,Ndola,Urban,Female,0,None,C1,University completed,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29"
196,9:15  -  9:29,60608400,Copperbelt,Ndola,Urban,Female,0,None,C1,University completed,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29"
197,9:30  -  9:44,60608400,Copperbelt,Ndola,Urban,Female,0,None,C1,University completed,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29"
198,12:15  -  12:29,60608400,Copperbelt,Ndola,Urban,Female,0,None,C1,University completed,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29"
199,12:00  -  12:14,60608400,Copperbelt,Ndola,Urban,Female,0,None,C1,University completed,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29"
200,11:15  -  11:29,60608400,Copperbelt,Ndola,Urban,Female,0,None,C1,University completed,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29"
201,10:45  -  10:59,60608400,Copperbelt,Ndola,Urban,Female,0,None,C1,University completed,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29"
202,11:00  -  11:14,60608400,Copperbelt,Ndola,Urban,Female,0,None,C1,University completed,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29"
203,9:00  -  9:14,60608400,Copperbelt,Ndola,Urban,Female,0,None,C1,University completed,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29"
204,11:30  -  11:44,60608400,Copperbelt,Ndola,Urban,Female,0,None,C1,University completed,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29"
205,8:15  -  8:29,60608400,Copperbelt,Ndola,Urban,Female,0,None,C1,University completed,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29"
206,8:00  -  8:14,60608400,Copperbelt,Ndola,Urban,Female,0,None,C1,University completed,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29"
207,10:15  -  10:29,60608400,Copperbelt,Ndola,Urban,Female,0,None,C1,University completed,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29"
208,11:45  -  11:59,60608400,Copperbelt,Ndola,Urban,Female,0,None,C1,University completed,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29"
209,10:00  -  10:14,60608400,Copperbelt,Ndola,Urban,Female,0,None,C1,University completed,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29"
210,8:45  -  8:59,60608400,Copperbelt,Ndola,Urban,Female,0,None,C1,University completed,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29"
211,10:30  -  10:44,60608400,Copperbelt,Ndola,Urban,Female,0,None,C1,University completed,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29"
212,8:30  -  8:44,60608400,Copperbelt,Ndola,Urban,Female,0,None,C1,University completed,Other Christian,Unemployed [SEEKING A JOB],C2,K 850-K 1674,Yes,35 – 44,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29"
213,23:45  -  23:59,60625343,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Roman Catholic,Student,Do not know,Under K 849,Yes,15 – 18,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
214,22:30  -  22:44,60625343,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Roman Catholic,Student,Do not know,Under K 849,Yes,15 – 18,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
215,23:00  -  23:14,60625343,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Roman Catholic,Student,Do not know,Under K 849,Yes,15 – 18,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
216,22:00  -  22:14,60625343,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Roman Catholic,Student,Do not know,Under K 849,Yes,15 – 18,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
217,22:15  -  22:29,60625343,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Roman Catholic,Student,Do not know,Under K 849,Yes,15 – 18,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
218,22:45  -  22:59,60625343,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Roman Catholic,Student,Do not know,Under K 849,Yes,15 – 18,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
219,23:30  -  23:44,60625343,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Roman Catholic,Student,Do not know,Under K 849,Yes,15 – 18,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
220,23:15  -  23:29,60625343,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Roman Catholic,Student,Do not know,Under K 849,Yes,15 – 18,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
221,7:30  -  7:44,60626413,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 5,365  -  K 6,102",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44"
222,8:15  -  8:29,60626413,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 5,365  -  K 6,102",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44"
223,8:00  -  8:14,60626413,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 5,365  -  K 6,102",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44"
224,7:45  -  7:59,60626413,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 5,365  -  K 6,102",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44"
225,7:15  -  7:29,60626413,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 5,365  -  K 6,102",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44"
226,7:00  -  7:14,60626413,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 5,365  -  K 6,102",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44"
227,8:30  -  8:44,60626413,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 5,365  -  K 6,102",Yes,19 – 24,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44"
228,19:00  -  19:14,60627783,Lusaka,Lusaka district,Urban,Female,2,None,C1,Completed high School,Other Christian,Working Part-Time,Do not know,Under K 849,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
229,18:00  -  18:14,60627783,Lusaka,Lusaka district,Urban,Female,2,None,C1,Completed high School,Other Christian,Working Part-Time,Do not know,Under K 849,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
230,19:15  -  19:29,60627783,Lusaka,Lusaka district,Urban,Female,2,None,C1,Completed high School,Other Christian,Working Part-Time,Do not know,Under K 849,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
231,19:30  -  19:44,60627783,Lusaka,Lusaka district,Urban,Female,2,None,C1,Completed high School,Other Christian,Working Part-Time,Do not know,Under K 849,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
232,18:45  -  18:59,60627783,Lusaka,Lusaka district,Urban,Female,2,None,C1,Completed high School,Other Christian,Working Part-Time,Do not know,Under K 849,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
233,18:15  -  18:29,60627783,Lusaka,Lusaka district,Urban,Female,2,None,C1,Completed high School,Other Christian,Working Part-Time,Do not know,Under K 849,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
234,18:30  -  18:44,60627783,Lusaka,Lusaka district,Urban,Female,2,None,C1,Completed high School,Other Christian,Working Part-Time,Do not know,Under K 849,Yes,25 – 34,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
235,22:00  -  22:14,60628706,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,Do not know,No Income,Yes,19 – 24,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
236,22:15  -  22:29,60628706,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,Do not know,No Income,Yes,19 – 24,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
237,22:45  -  22:59,60628706,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,Do not know,No Income,Yes,19 – 24,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
238,22:30  -  22:44,60628706,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,Do not know,No Income,Yes,19 – 24,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
239,23:45  -  23:59,60629472,Eastern,Chipata,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,Do not know,Under K 849,Yes,19 – 24,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
240,22:30  -  22:44,60629472,Eastern,Chipata,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,Do not know,Under K 849,Yes,19 – 24,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
241,23:00  -  23:14,60629472,Eastern,Chipata,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Student,Do not know,Under K 849,Yes,19 – 24,"22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59"
