,Zambezi Magic  Friday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Zambezi Magic  Friday
306,20:30  -  20:44,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
307,22:00  -  22:14,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
308,20:45  -  20:59,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
309,21:15  -  21:29,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
310,20:15  -  20:29,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
311,22:30  -  22:44,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
312,23:00  -  23:14,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
313,21:00  -  21:14,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
314,21:30  -  21:44,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
315,17:45  -  17:59,60616148,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Other Christian,Student,C2,No Income,Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
316,16:30  -  16:44,60616148,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Other Christian,Student,C2,No Income,Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
317,16:15  -  16:29,60616148,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Other Christian,Student,C2,No Income,Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
318,16:45  -  16:59,60616148,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Other Christian,Student,C2,No Income,Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
319,17:30  -  17:44,60616148,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Other Christian,Student,C2,No Income,Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
320,17:15  -  17:29,60616148,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Other Christian,Student,C2,No Income,Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
321,16:00  -  16:14,60616148,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Other Christian,Student,C2,No Income,Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
322,17:00  -  17:14,60616148,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Other Christian,Student,C2,No Income,Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59"
323,6:00  -  6:14,60633114,Copperbelt,Ndola,Urban,Female,0,None,C1,Some primary school,Roman Catholic,Self employed,C2,"K 2,500   -  K 3,154",Yes,45+,6:00  -  6:14
324,18:30  -  18:44,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
325,17:45  -  17:59,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
326,18:15  -  18:29,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
327,16:30  -  16:44,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
328,16:15  -  16:29,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
329,16:45  -  16:59,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
330,17:30  -  17:44,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
331,17:15  -  17:29,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
332,16:00  -  16:14,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
333,18:00  -  18:14,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
334,17:00  -  17:14,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
335,18:30  -  18:44,60634404,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 4,628   -  K 5,364",Yes,25 – 34,"17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
336,19:30  -  19:44,60634404,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 4,628   -  K 5,364",Yes,25 – 34,"17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
337,19:45  -  19:59,60634404,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 4,628   -  K 5,364",Yes,25 – 34,"17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
338,18:45  -  18:59,60634404,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 4,628   -  K 5,364",Yes,25 – 34,"17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
339,17:45  -  17:59,60634404,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 4,628   -  K 5,364",Yes,25 – 34,"17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
340,20:00  -  20:14,60634404,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 4,628   -  K 5,364",Yes,25 – 34,"17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
341,18:15  -  18:29,60634404,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 4,628   -  K 5,364",Yes,25 – 34,"17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
342,19:00  -  19:14,60634404,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 4,628   -  K 5,364",Yes,25 – 34,"17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
343,20:15  -  20:29,60634404,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 4,628   -  K 5,364",Yes,25 – 34,"17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
344,18:00  -  18:14,60634404,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 4,628   -  K 5,364",Yes,25 – 34,"17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
345,19:15  -  19:29,60634404,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 4,628   -  K 5,364",Yes,25 – 34,"17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
346,18:30  -  18:44,60634406,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some high school,Others,Unemployed [SEEKING A JOB],C1,"K 4,628   -  K 5,364",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
347,19:30  -  19:44,60634406,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some high school,Others,Unemployed [SEEKING A JOB],C1,"K 4,628   -  K 5,364",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
348,19:45  -  19:59,60634406,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some high school,Others,Unemployed [SEEKING A JOB],C1,"K 4,628   -  K 5,364",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
349,18:45  -  18:59,60634406,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some high school,Others,Unemployed [SEEKING A JOB],C1,"K 4,628   -  K 5,364",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
350,20:00  -  20:14,60634406,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some high school,Others,Unemployed [SEEKING A JOB],C1,"K 4,628   -  K 5,364",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
351,18:15  -  18:29,60634406,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some high school,Others,Unemployed [SEEKING A JOB],C1,"K 4,628   -  K 5,364",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
352,19:00  -  19:14,60634406,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some high school,Others,Unemployed [SEEKING A JOB],C1,"K 4,628   -  K 5,364",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
353,20:15  -  20:29,60634406,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some high school,Others,Unemployed [SEEKING A JOB],C1,"K 4,628   -  K 5,364",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
354,18:00  -  18:14,60634406,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some high school,Others,Unemployed [SEEKING A JOB],C1,"K 4,628   -  K 5,364",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
355,19:15  -  19:29,60634406,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some high school,Others,Unemployed [SEEKING A JOB],C1,"K 4,628   -  K 5,364",Yes,19 – 24,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29"
356,18:30  -  18:44,60641534,Copperbelt,Luanshya,Rural,Female,1,None,C1,Some primary school,Roman Catholic,Housewife,D,K 850-K 1674,Yes,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
357,19:30  -  19:44,60641534,Copperbelt,Luanshya,Rural,Female,1,None,C1,Some primary school,Roman Catholic,Housewife,D,K 850-K 1674,Yes,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
358,18:45  -  18:59,60641534,Copperbelt,Luanshya,Rural,Female,1,None,C1,Some primary school,Roman Catholic,Housewife,D,K 850-K 1674,Yes,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
359,18:15  -  18:29,60641534,Copperbelt,Luanshya,Rural,Female,1,None,C1,Some primary school,Roman Catholic,Housewife,D,K 850-K 1674,Yes,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
360,19:00  -  19:14,60641534,Copperbelt,Luanshya,Rural,Female,1,None,C1,Some primary school,Roman Catholic,Housewife,D,K 850-K 1674,Yes,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
361,18:00  -  18:14,60641534,Copperbelt,Luanshya,Rural,Female,1,None,C1,Some primary school,Roman Catholic,Housewife,D,K 850-K 1674,Yes,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
362,19:15  -  19:29,60641534,Copperbelt,Luanshya,Rural,Female,1,None,C1,Some primary school,Roman Catholic,Housewife,D,K 850-K 1674,Yes,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44"
363,21:45  -  21:59,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
364,11:45  -  11:59,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
365,12:45  -  12:59,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
366,6:45  -  6:59,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
367,6:00  -  6:14,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
368,23:00  -  23:14,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
369,22:00  -  22:14,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
370,15:00  -  15:14,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
