,African magic  Yesterday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,African magic  Yesterday
406,14:30  -  14:44,60601394,Northern,Kasama,Urban,Female,0,One,C1,Any other post-high school qualification,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,35 – 44,"8:00  -  8:14,11:00  -  11:14,12:00  -  12:14,14:00  -  14:14,14:30  -  14:44"
407,11:00  -  11:14,60601394,Northern,Kasama,Urban,Female,0,One,C1,Any other post-high school qualification,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,35 – 44,"8:00  -  8:14,11:00  -  11:14,12:00  -  12:14,14:00  -  14:14,14:30  -  14:44"
408,12:00  -  12:14,60601394,Northern,Kasama,Urban,Female,0,One,C1,Any other post-high school qualification,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,35 – 44,"8:00  -  8:14,11:00  -  11:14,12:00  -  12:14,14:00  -  14:14,14:30  -  14:44"
409,12:45  -  12:59,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
410,12:30  -  12:44,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
411,13:00  -  13:14,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
412,12:00  -  12:14,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
413,13:45  -  13:59,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
414,16:45  -  16:59,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
415,14:00  -  14:14,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
416,15:30  -  15:44,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
417,13:30  -  13:44,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
418,15:45  -  15:59,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
419,16:15  -  16:29,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
420,15:15  -  15:29,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
421,14:30  -  14:44,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
422,14:15  -  14:29,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
423,15:00  -  15:14,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
424,13:15  -  13:29,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
425,16:00  -  16:14,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
426,16:30  -  16:44,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
427,14:45  -  14:59,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
428,12:15  -  12:29,60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59"
429,19:00  -  19:14,60607363,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,Under K 849,Yes,25 – 34,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
430,18:45  -  18:59,60607363,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,Under K 849,Yes,25 – 34,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
431,17:15  -  17:29,60607363,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,Under K 849,Yes,25 – 34,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
432,19:45  -  19:59,60607363,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,Under K 849,Yes,25 – 34,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
433,16:45  -  16:59,60607363,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,Under K 849,Yes,25 – 34,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
434,17:00  -  17:14,60607363,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,Under K 849,Yes,25 – 34,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
435,18:15  -  18:29,60607363,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,Under K 849,Yes,25 – 34,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
436,18:00  -  18:14,60607363,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,Under K 849,Yes,25 – 34,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
437,20:15  -  20:29,60607363,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,Under K 849,Yes,25 – 34,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
438,19:15  -  19:29,60607363,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,Under K 849,Yes,25 – 34,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
439,20:30  -  20:44,60607363,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,Under K 849,Yes,25 – 34,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
440,18:30  -  18:44,60607363,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,Under K 849,Yes,25 – 34,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
441,17:45  -  17:59,60607363,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,Under K 849,Yes,25 – 34,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
442,17:30  -  17:44,60607363,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,Under K 849,Yes,25 – 34,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
443,20:00  -  20:14,60607363,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,Under K 849,Yes,25 – 34,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
444,19:30  -  19:44,60607363,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,Under K 849,Yes,25 – 34,"16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44"
445,22:15  -  22:29,60612961,Lusaka,Lusaka district,Urban,Female,1,Two or More,C1,Completed high School,Anglican/Protestant,Housewife,Do not know,No Income,Yes,19 – 24,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,16:30  -  16:44,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
446,12:00  -  12:14,60612961,Lusaka,Lusaka district,Urban,Female,1,Two or More,C1,Completed high School,Anglican/Protestant,Housewife,Do not know,No Income,Yes,19 – 24,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,16:30  -  16:44,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
447,11:15  -  11:29,60612961,Lusaka,Lusaka district,Urban,Female,1,Two or More,C1,Completed high School,Anglican/Protestant,Housewife,Do not know,No Income,Yes,19 – 24,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,16:30  -  16:44,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
448,22:00  -  22:14,60612961,Lusaka,Lusaka district,Urban,Female,1,Two or More,C1,Completed high School,Anglican/Protestant,Housewife,Do not know,No Income,Yes,19 – 24,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,16:30  -  16:44,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
449,11:45  -  11:59,60612961,Lusaka,Lusaka district,Urban,Female,1,Two or More,C1,Completed high School,Anglican/Protestant,Housewife,Do not know,No Income,Yes,19 – 24,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,16:30  -  16:44,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
450,15:30  -  15:44,60612961,Lusaka,Lusaka district,Urban,Female,1,Two or More,C1,Completed high School,Anglican/Protestant,Housewife,Do not know,No Income,Yes,19 – 24,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,16:30  -  16:44,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
451,11:00  -  11:14,60612961,Lusaka,Lusaka district,Urban,Female,1,Two or More,C1,Completed high School,Anglican/Protestant,Housewife,Do not know,No Income,Yes,19 – 24,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,16:30  -  16:44,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
452,15:15  -  15:29,60612961,Lusaka,Lusaka district,Urban,Female,1,Two or More,C1,Completed high School,Anglican/Protestant,Housewife,Do not know,No Income,Yes,19 – 24,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,16:30  -  16:44,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
453,22:30  -  22:44,60612961,Lusaka,Lusaka district,Urban,Female,1,Two or More,C1,Completed high School,Anglican/Protestant,Housewife,Do not know,No Income,Yes,19 – 24,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,16:30  -  16:44,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
454,21:45  -  21:59,60612961,Lusaka,Lusaka district,Urban,Female,1,Two or More,C1,Completed high School,Anglican/Protestant,Housewife,Do not know,No Income,Yes,19 – 24,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,16:30  -  16:44,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
455,22:45  -  22:59,60612961,Lusaka,Lusaka district,Urban,Female,1,Two or More,C1,Completed high School,Anglican/Protestant,Housewife,Do not know,No Income,Yes,19 – 24,"11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,16:30  -  16:44,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59"
