,Zambezi Magic  Thursday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Zambezi Magic  Thursday
257,16:30  -  16:44,60612961,Lusaka,Lusaka district,Urban,Female,1,Two or More,C1,Completed high School,Anglican/Protestant,Housewife,Do not know,No Income,Yes,19 – 24,"13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
258,16:00  -  16:14,60612961,Lusaka,Lusaka district,Urban,Female,1,Two or More,C1,Completed high School,Anglican/Protestant,Housewife,Do not know,No Income,Yes,19 – 24,"13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
259,16:45  -  16:59,60612961,Lusaka,Lusaka district,Urban,Female,1,Two or More,C1,Completed high School,Anglican/Protestant,Housewife,Do not know,No Income,Yes,19 – 24,"13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
260,15:30  -  15:44,60612961,Lusaka,Lusaka district,Urban,Female,1,Two or More,C1,Completed high School,Anglican/Protestant,Housewife,Do not know,No Income,Yes,19 – 24,"13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
261,14:00  -  14:14,60612961,Lusaka,Lusaka district,Urban,Female,1,Two or More,C1,Completed high School,Anglican/Protestant,Housewife,Do not know,No Income,Yes,19 – 24,"13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
262,17:00  -  17:14,60612961,Lusaka,Lusaka district,Urban,Female,1,Two or More,C1,Completed high School,Anglican/Protestant,Housewife,Do not know,No Income,Yes,19 – 24,"13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
263,15:00  -  15:14,60612961,Lusaka,Lusaka district,Urban,Female,1,Two or More,C1,Completed high School,Anglican/Protestant,Housewife,Do not know,No Income,Yes,19 – 24,"13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
264,22:15  -  22:29,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
265,22:45  -  22:59,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
266,21:45  -  21:59,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
267,20:00  -  20:14,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
268,20:30  -  20:44,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
269,22:00  -  22:14,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
270,20:45  -  20:59,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
271,21:15  -  21:29,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
272,20:15  -  20:29,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
273,22:30  -  22:44,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
274,23:00  -  23:14,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
275,21:00  -  21:14,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
276,21:30  -  21:44,60616146,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Do not know,Yes,19 – 24,"20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14"
277,18:30  -  18:44,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
278,17:45  -  17:59,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
279,18:15  -  18:29,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
280,16:30  -  16:44,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
281,16:15  -  16:29,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
282,16:45  -  16:59,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
283,17:30  -  17:44,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
284,17:15  -  17:29,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
285,16:00  -  16:14,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
286,18:00  -  18:14,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
287,17:00  -  17:14,60634403,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some primary school,Others,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24,"16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
288,21:45  -  21:59,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
289,11:45  -  11:59,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
290,12:45  -  12:59,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
291,6:45  -  6:59,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
292,6:00  -  6:14,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
293,23:00  -  23:14,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
294,22:00  -  22:14,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
295,15:00  -  15:14,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
296,12:00  -  12:14,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
297,8:30  -  8:44,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
298,21:30  -  21:44,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
299,17:45  -  17:59,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
300,19:00  -  19:14,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
301,6:30  -  6:44,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
302,19:15  -  19:29,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
303,19:30  -  19:44,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
304,9:00  -  9:14,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
305,14:15  -  14:29,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
306,7:45  -  7:59,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
307,6:15  -  6:29,60650163,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Others,Housewife,No Income,Do not know,Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:45  -  7:59,8:30  -  8:44,9:00  -  9:14,11:45  -  11:59,12:00  -  12:14,12:45  -  12:59,14:15  -  14:29,15:00  -  15:14,17:45  -  17:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,23:00  -  23:14"
308,15:15  -  15:29,60750562,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
309,14:45  -  14:59,60750562,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
310,15:45  -  15:59,60750562,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C2,"K 4,628   -  K 5,364",Yes,19 – 24,"14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14"
